习得等级预计		编号	门派	名称	音效文件名	技能特效	受伤技能特效	缩放	高度	准备动作编号	动作编号	动作播放时间	对应武器	武功类型	触发方式	目标对象	中断概率	中断伤害倍数	攻击距离	攻击范围类型	消耗生命基数	消耗生命系数	消耗内力基数	消耗内力系数	消耗真气基数	消耗真气系数	出招时间	公共武功冷却时间	公共药品冷却时间	自身冷却时间	命中率	基础力道基数	基础力道系数	参数1（精通力道基数）	参数2（精通力道系数）	参数3（内功与外功的区别计算参数）	参数4（内功与外功的区别计算参数）	破防值基数	破防值系数	破防出现概率	生命伤害类型	内力伤害类型	真气伤害类型	熟练度基数	熟练度系数	buff编号1	buff触发几率1	buff编号2	buff触发几率2	技能说明
1	控制型	98	1	幻魔相	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	120000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	39600	24502500	24	100	0	0	附加BUFF使目标对象的身法下降，命中率降低
1	控制型	99	1	移山压顶	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	26	100	0	0	附加BUFF使目标对象不能移动跳跃，但可使用武功
1	控制型	100	1	千斤坠	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	23	100	0	0	附加BUFF使目标对象不能跳跃
1	辅助型	101	1	斩铁劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	27	100	0	0	附加自身外功基础增加
1	辅助型	102	1	岩打劲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	28	100	0	0	附加自身内功基础增加
1	辅助型	103	1	回春术	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	2	100	0	0	附加自身徐徐恢复生命
1	辅助型	104	1	回天术	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	8	100	0	0	自身一次性恢复生命
1	普通攻击	105	2	武当基本攻击	sword_hit_light_1.wav	武当/普通攻击	0	1	0	0	50	1500	-1	2	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10000	5	4500	1250	12	10000	0	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
5	伤害输出型(外)	106	2	仗剑式	技能2.wav	武当/仗剑式	0	1	0	0	53	1500	3	0	0	6	0	0	4	0	0	0	6	0	0	0	0	1500	0	0	10000	5	4500	2000	20	10000	0	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
15	伤害输出型(外)	107	2	落剑式	0.wav	八卦剑法换颜色	0	1	0	0	54	1500	3	0	0	6	0	0	4	0	0	0	12	500	0	0	0	1500	0	5000	10000	5	4500	3000	30	10000	0	2	0	0	1	0	0	518400	24502500	0	0	0	0	0
25	伤害输出型(外)	108	2	破剑式	1.wav	八卦剑法	0	1	0	0	55	1500	3	0	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	7500	10000	5	4500	4000	40	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
10	伤害输出型(外)	109	2	万剑诀	0.wav	八卦剑法	0	1	0	0	51	1500	3	0	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	5000	10000	5	5000	4000	40	10000	0	0	0	0	1	0	0	518400	24502500	0	0	0	0	0
15	伤害输出型(外)	110	2	天剑伦	1.wav	八卦剑法	0	1	0	0	52	1500	3	0	0	6	0	0	4	0	0	0	24	500	0	0	0	1500	0	7500	10000	5	5000	6000	60	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
20	伤害输出型(外)	111	2	八卦剑法	技能3.wav	武当/八卦剑法	0	1	0	0	56	1500	3	0	0	6	0	0	4	0	0	0	10	500	0	0	0	1500	0	0	10000	5	4000	2000	20	10000	0	0	0	0	1	0	0	2304000	24502500	0	0	0	0	0
25	伤害输出型(外)	112	2	试胆剑	0.wav	八卦剑法	0	1	0	0	57	1500	3	0	0	6	0	0	4	0	0	0	16	500	0	0	0	1500	0	5000	10000	5	4000	3000	30	10000	0	2	0	0	1	0	0	691200	24502500	0	0	0	0	0
30	伤害输出型(外)	113	2	炼心剑	1.wav	八卦剑法	0	1	0	0	58	1500	3	0	0	6	0	0	4	0	0	0	20	500	0	0	0	1500	0	7500	10000	5	4000	4000	40	10000	0	0	0	0	1	0	0	460800	24502500	0	0	0	0	0
35	伤害输出型(外)	114	2	锻神剑	0.wav	八卦剑法	0	1	0	0	59	1500	3	0	0	6	0	0	4	0	0	0	26	500	0	0	0	1500	0	10000	10000	5	4000	6000	60	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
30	群攻型(外)	115	2	紫盖剑法	1.wav	八卦剑法	0	1	0	0	60	1500	3	0	0	7	0	0	4	1	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	10000	0	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
35	群攻型(外)	116	2	石廪剑法	0.wav	八卦剑法	0	1	0	0	61	1500	3	0	0	7	0	0	4	2	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	10000	0	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
40	群攻型(外)	117	2	天柱剑法	1.wav	八卦剑法	0	1	0	0	62	1500	3	0	0	7	0	0	4	3	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
45	群攻型(外)	118	2	太极剑法	0.wav	八卦剑法	0	1	0	0	63	1500	3	0	0	7	0	0	4	4	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
50	群攻型(外)	119	2	阴阳两仪剑	1.wav	八卦剑法	0	1	0	0	64	1500	3	0	0	7	0	0	4	5	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
55	群攻型(外)	120	2	太乙分光剑	0.wav	八卦剑法	0	1	0	0	65	1500	3	0	0	7	0	0	4	6	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
60	群攻型(外)	121	2	混沌太初剑	1.wav	八卦剑法	0	1	0	0	66	1500	3	0	0	7	0	0	4	7	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
65	群攻型(外)	122	2	周流六虚剑	0.wav	八卦剑法	0	1	0	0	67	1500	3	0	0	7	0	0	4	8	0	0	42	500	0	0	0	1500	0	4000	10000	5	3500	4000	40	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
5	伤害输出型(内)	123	2	谪仙笔	0.wav	八卦剑法	0	1	0	0	53	1500	4	1	0	6	0	0	4	0	0	0	6	0	0	0	0	1500	0	0	10000	5	4500	2000	20	9000	18	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
15	伤害输出型(内)	124	2	游仙笔	1.wav	八卦剑法	0	1	0	0	54	1500	4	1	0	6	0	0	4	0	0	0	12	500	0	0	0	1500	0	5000	10000	5	4500	3000	30	9000	18	2	0	0	1	0	0	518400	24502500	0	0	0	0	0
25	伤害输出型(内)	125	2	飞仙笔	0.wav	八卦剑法	0	1	0	0	55	1500	4	1	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	7500	10000	5	4500	4000	40	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
10	伤害输出型(内)	126	2	万物慑服	1.wav	八卦剑法	0	1	0	0	51	1500	4	1	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	5000	10000	5	5000	4000	40	9000	18	0	0	0	1	0	0	518400	24502500	0	0	0	0	0
15	伤害输出型(内)	127	2	天地不仁	0.wav	八卦剑法	0	1	0	0	52	1500	4	1	0	6	0	0	4	0	0	0	24	500	0	0	0	1500	0	7500	10000	5	5000	6000	60	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
20	伤害输出型(内)	128	2	落笔生辉	0.wav	八卦剑法	0	1	0	0	56	1500	4	1	0	6	0	0	4	0	0	0	10	500	0	0	0	1500	0	0	10000	5	4000	2000	20	9000	18	0	0	0	1	0	0	2304000	24502500	0	0	0	0	0
25	伤害输出型(内)	129	2	妙笔生花	1.wav	八卦剑法	0	1	0	0	57	1500	4	1	0	6	0	0	4	0	0	0	16	500	0	0	0	1500	0	5000	10000	5	4000	3000	30	9000	18	2	0	0	1	0	0	691200	24502500	0	0	0	0	0
30	伤害输出型(内)	130	2	笔扫千军	0.wav	八卦剑法	0	1	0	0	58	1500	4	1	0	6	0	0	4	0	0	0	20	500	0	0	0	1500	0	7500	10000	5	4000	4000	40	9000	18	0	0	0	1	0	0	460800	24502500	0	0	0	0	0
35	伤害输出型(内)	131	2	笔下乾坤	1.wav	八卦剑法	0	1	0	0	59	1500	4	1	0	6	0	0	4	0	0	0	26	500	0	0	0	1500	0	10000	10000	5	4000	6000	60	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
30	群攻型(内)	132	2	青史.太宗定唐	0.wav	八卦剑法	0	1	0	0	60	1500	4	1	0	7	0	0	4	1	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	9000	18	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
35	群攻型(内)	133	2	青史.始皇扬鞭	1.wav	八卦剑法	0	1	0	0	61	1500	4	1	0	7	0	0	4	2	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	9000	18	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
40	群攻型(内)	134	2	青史.神农挥锄	0.wav	八卦剑法	0	1	0	0	62	1500	4	1	0	7	0	0	4	3	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
45	群攻型(内)	135	2	青史.轩辕登岳	1.wav	八卦剑法	0	1	0	0	63	1500	4	1	0	7	0	0	4	4	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
50	群攻型(内)	136	2	兰亭集序	0.wav	八卦剑法	0	1	0	0	64	1500	4	1	0	7	0	0	4	5	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
55	群攻型(内)	137	2	太平清领书	1.wav	八卦剑法	0	1	0	0	65	1500	4	1	0	7	0	0	4	6	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
60	群攻型(内)	138	2	易经	0.wav	八卦剑法	0	1	0	0	66	1500	4	1	0	7	0	0	4	7	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
65	群攻型(内)	139	2	无字天书	1.wav	八卦剑法	0	1	0	0	67	1500	4	1	0	7	0	0	4	8	0	0	42	500	0	0	0	1500	0	4000	10000	5	3500	4000	40	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
1	控制型	140	2	点穴截脉	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	361445	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	13147	24502500	16	100	0	0	附加BUFF使目标对象不能执行所有操作
1	控制型	141	2	四封四闭	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	361445	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	13147	24502500	17	100	0	0	目标对象不能攻击
1	控制型	142	2	反转乾坤	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	15840	24502500	29	100	0	0	附加BUFF使目标外功基础和内功基础数值互换
1	控制型	143	2	反转阴阳	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	15840	24502500	30	100	0	0	附加BUFF使目标外防基础和内防基础数值互换
1	控制型	144	2	悬丝引气	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	18	100	0	0	附加BUFF使目标真气值按比例减少
1	控制型	145	2	空手白刃	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	19	100	0	0	附加BUFF使目标对象武器失效
1	控制型	146	2	脱袍卸甲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	20	100	0	0	附加BUFF使目标对象防具失效
1	控制型	147	2	狮子吼	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	30000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	158400	24502500	14	100	0	0	附加BUFF使目标对象往后退三格，如有阻挡则失效
1	控制型	148	2	凌空渡虚	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	30000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	158400	24502500	15	100	0	0	瞬移至目标对象自身朝向的旁边
1	控制型	149	2	涡旋劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	21	100	0	0	附加BUFF使目标对象迟缓
1	控制型	150	2	幻魔相	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	120000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	39600	24502500	24	100	0	0	附加BUFF使目标对象的身法下降，命中率降低
1	控制型	151	2	移山压顶	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	26	100	0	0	附加BUFF使目标对象不能移动跳跃，但可使用武功
1	控制型	152	2	千斤坠	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	23	100	0	0	附加BUFF使目标对象不能跳跃
1	辅助型	153	2	斩铁劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	27	100	0	0	附加自身外功基础增加
1	辅助型	154	2	岩打劲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	28	100	0	0	附加自身内功基础增加
1	辅助型	155	2	回春术	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	2	100	0	0	附加自身徐徐恢复生命
1	辅助型	156	2	回天术	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	8	100	0	0	自身一次性恢复生命
1	普通攻击	157	3	圣火基本攻击	0.wav	圣火/普通攻击	0	1	0	0	50	1500	-1	2	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10000	5	4500	1250	12	10000	0	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
5	伤害输出型(外)	158	3	追命刀	1.wav	圣火/追命刀	0	1	0	0	53	2000	7	0	0	6	0	0	4	0	0	0	6	0	0	0	0	1500	0	0	10000	5	4500	2000	20	10000	0	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
15	伤害输出型(外)	159	3	摄魂刀	0.wav	八卦剑法	0	1	0	0	54	1500	7	0	0	6	0	0	4	0	0	0	12	500	0	0	0	1500	0	5000	10000	5	4500	3000	30	10000	0	2	0	0	1	0	0	518400	24502500	0	0	0	0	0
25	伤害输出型(外)	160	3	弑神刀	1.wav	八卦剑法	0	1	0	0	55	1500	7	0	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	7500	10000	5	4500	4000	40	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
10	伤害输出型(外)	161	3	饮血刃	0.wav	八卦剑法	0	1	0	0	51	1500	7	0	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	5000	10000	5	5000	4000	40	10000	0	0	0	0	1	0	0	518400	24502500	0	0	0	0	0
15	伤害输出型(外)	162	3	杀生刃	1.wav	八卦剑法	0	1	0	0	52	1500	7	0	0	6	0	0	4	0	0	0	24	500	0	0	0	1500	0	7500	10000	5	5000	6000	60	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
20	伤害输出型(外)	163	3	定波气旋斩	1.wav	圣火/定波气旋斩	0	1	0	0	56	2000	7	0	0	6	0	0	4	0	0	0	10	500	0	0	0	1500	0	0	10000	5	4000	2000	20	10000	0	0	0	0	1	0	0	2304000	24502500	0	0	0	0	0
25	伤害输出型(外)	164	3	截江气旋斩	0.wav	八卦剑法	0	1	0	0	57	1500	7	0	0	6	0	0	4	0	0	0	16	500	0	0	0	1500	0	5000	10000	5	4000	3000	30	10000	0	2	0	0	1	0	0	691200	24502500	0	0	0	0	0
30	伤害输出型(外)	165	3	逆流气旋斩	1.wav	八卦剑法	0	1	0	0	58	1500	7	0	0	6	0	0	4	0	0	0	20	500	0	0	0	1500	0	7500	10000	5	4000	4000	40	10000	0	0	0	0	1	0	0	460800	24502500	0	0	0	0	0
35	伤害输出型(外)	166	3	断浪气旋斩	0.wav	八卦剑法	0	1	0	0	59	1500	7	0	0	6	0	0	4	0	0	0	26	500	0	0	0	1500	0	10000	10000	5	4000	6000	60	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
30	群攻型(外)	167	3	残阳刀	1.wav	八卦剑法	0	1	0	0	60	1500	7	0	0	7	0	0	4	1	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	10000	0	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
35	群攻型(外)	168	3	归尘刀	0.wav	八卦剑法	0	1	0	0	61	1500	7	0	0	7	0	0	4	2	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	10000	0	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
40	群攻型(外)	169	3	狂澜刀	1.wav	八卦剑法	0	1	0	0	62	1500	7	0	0	7	0	0	4	3	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
45	群攻型(外)	170	3	燕返刀	0.wav	八卦剑法	0	1	0	0	63	1500	7	0	0	7	0	0	4	4	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
50	群攻型(外)	171	3	五虎断门刀	1.wav	八卦剑法	0	1	0	0	64	1500	7	0	0	7	0	0	4	5	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
55	群攻型(外)	172	3	镇海封潮刀	0.wav	八卦剑法	0	1	0	0	65	1500	7	0	0	7	0	0	4	6	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
60	群攻型(外)	173	3	龙战黄泉刀	1.wav	八卦剑法	0	1	0	0	66	1500	7	0	0	7	0	0	4	7	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
65	群攻型(外)	174	3	蚩尤灭世刀	0.wav	八卦剑法	0	1	0	0	67	1500	7	0	0	7	0	0	4	8	0	0	42	500	0	0	0	1500	0	4000	10000	5	3500	4000	40	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
5	伤害输出型(内)	175	3	干戈起	0.wav	八卦剑法	0	1	0	0	53	1500	8	1	0	6	0	0	4	0	0	0	6	0	0	0	0	1500	0	0	10000	5	4500	2000	20	9000	18	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
15	伤害输出型(内)	176	3	血流红	1.wav	八卦剑法	0	1	0	0	54	1500	8	1	0	6	0	0	4	0	0	0	12	500	0	0	0	1500	0	5000	10000	5	4500	3000	30	9000	18	2	0	0	1	0	0	518400	24502500	0	0	0	0	0
25	伤害输出型(内)	177	3	霸业成	0.wav	八卦剑法	0	1	0	0	55	1500	8	1	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	7500	10000	5	4500	4000	40	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
10	伤害输出型(内)	178	3	天子望气	1.wav	八卦剑法	0	1	0	0	51	1500	8	1	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	5000	10000	5	5000	4000	40	9000	18	0	0	0	1	0	0	518400	24502500	0	0	0	0	0
15	伤害输出型(内)	179	3	谈笑杀人	0.wav	八卦剑法	0	1	0	0	52	1500	8	1	0	6	0	0	4	0	0	0	24	500	0	0	0	1500	0	7500	10000	5	5000	6000	60	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
20	伤害输出型(内)	180	3	戮戟.十方界	0.wav	八卦剑法	0	1	0	0	56	1500	8	1	0	6	0	0	4	0	0	0	10	500	0	0	0	1500	0	0	10000	5	4000	2000	20	9000	18	0	0	0	1	0	0	2304000	24502500	0	0	0	0	0
25	伤害输出型(内)	181	3	戮戟.百人斩	1.wav	八卦剑法	0	1	0	0	57	1500	8	1	0	6	0	0	4	0	0	0	16	500	0	0	0	1500	0	5000	10000	5	4000	3000	30	9000	18	2	0	0	1	0	0	691200	24502500	0	0	0	0	0
30	伤害输出型(内)	182	3	戮戟.千山横	0.wav	八卦剑法	0	1	0	0	58	1500	8	1	0	6	0	0	4	0	0	0	20	500	0	0	0	1500	0	7500	10000	5	4000	4000	40	9000	18	0	0	0	1	0	0	460800	24502500	0	0	0	0	0
35	伤害输出型(内)	183	3	戮戟.万骨枯	1.wav	八卦剑法	0	1	0	0	59	1500	8	1	0	6	0	0	4	0	0	0	26	500	0	0	0	1500	0	10000	10000	5	4000	6000	60	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
30	群攻型(内)	184	3	一夫当关	0.wav	八卦剑法	0	1	0	0	60	1500	8	1	0	7	0	0	4	1	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	9000	18	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
35	群攻型(内)	185	3	三军易辟	1.wav	八卦剑法	0	1	0	0	61	1500	8	1	0	7	0	0	4	2	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	9000	18	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
40	群攻型(内)	186	3	血战八方	0.wav	八卦剑法	0	1	0	0	62	1500	8	1	0	7	0	0	4	3	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
45	群攻型(内)	187	3	横扫千军	1.wav	八卦剑法	0	1	0	0	63	1500	8	1	0	7	0	0	4	4	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
50	群攻型(内)	188	3	裂地摧城	0.wav	八卦剑法	0	1	0	0	64	1500	8	1	0	7	0	0	4	5	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
55	群攻型(内)	189	3	杀身成仁	1.wav	八卦剑法	0	1	0	0	65	1500	8	1	0	7	0	0	4	6	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
60	群攻型(内)	190	3	以杀止杀	0.wav	八卦剑法	0	1	0	0	66	1500	8	1	0	7	0	0	4	7	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
65	群攻型(内)	191	3	遇佛杀佛	1.wav	八卦剑法	0	1	0	0	67	1500	8	1	0	7	0	0	4	8	0	0	42	500	0	0	0	1500	0	4000	10000	5	3500	4000	40	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
1	控制型	192	3	点穴截脉	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	361445	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	13147	24502500	16	100	0	0	附加BUFF使目标对象不能执行所有操作
1	控制型	193	3	四封四闭	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	361445	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	13147	24502500	17	100	0	0	目标对象不能攻击
1	控制型	194	3	反转乾坤	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	15840	24502500	29	100	0	0	附加BUFF使目标外功基础和内功基础数值互换
1	控制型	195	3	反转阴阳	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	15840	24502500	30	100	0	0	附加BUFF使目标外防基础和内防基础数值互换
1	控制型	196	3	悬丝引气	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	18	100	0	0	附加BUFF使目标真气值按比例减少
1	控制型	197	3	空手白刃	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	19	100	0	0	附加BUFF使目标对象武器失效
