ID	HardLevel	LevelLimit	Exp	Tickets	Cost	URL	Layout	MonsterStar	MonsterRank	monster1	monster2	monster3	monster4	monster5	monster6	monster7	monster8	monster9	monster10	monster11	monster12	monster13	monster14	monster15	music	MissionTalk	
100102.000	1.000		236.000	-1.000	6.000	zhulinzhizhan_done	yewan_03	4.000	8.000	1021103.000	1004103.000	1024103.000	1024103.000	1024103.000	1004103.000	1004103.000	1010103.000	1010103.000		1004103.000	1024103.000	1137103.000	1104103.000	1990103.000	ZhanDou_02	11-3guan	
100103.000	1.000		236.000	-1.000	6.000	shamo_done	baitian_04	4.000	8.000	1002104.000	1002104.000	1026104.000	1026104.000	1026104.000	1007104.000	1007104.000	1026104.000	1026104.000	1026104.000	1007104.000	1026104.000	1143104.000	1119104.000	1990104.000	ZhanDou_03	11-4guan	
100104.000	1.000		236.000	-1.000	6.000	xiagu_done	yewan_02	4.000	8.000	1022105.000	1022105.000	1026105.000	1026105.000	1026105.000	1022105.000	1023105.000	1023105.000	1023105.000	1141105.000	1014105.000	1014105.000	1102105.000	1121105.000	1990105.000	ZhanDou_03	11-5guan	
100105.000	1.000		236.000	-1.000	6.000	zhulinzhizhan_done	baitian_03	4.000	8.000	1008106.000	1023106.000	1024106.000	1024106.000		1008106.000	1003106.000	1024106.000	1024106.000		1014106.000		1133106.000	1135106.000	1990106.000	ZhanDou_02	11-6guan	
100106.000	1.000		236.000	-1.000	6.000	zhulinzhizhan_done	baitian_01	4.000	8.000	1008107.000		1014107.000	1014107.000	1013107.000	1008107.000	1008107.000	1012107.000	1012107.000	1014107.000	1013107.000	1013107.000	1137107.000	1142107.000	1990107.000	ZhanDou_01	11-7guan	
100107.000	1.000		236.000	-1.000	6.000	hebianjunying_done	yewan_02	4.000	8.000	1008108.000	1008108.000	1009108.000	1009108.000	1009108.000	1018108.000	1018108.000	1009108.000	1009108.000	1009108.000	1021108.000	1009108.000	1112108.000	1140108.000	1990108.000	ZhanDou_01	11-8guan	
100108.000	1.000		236.000	-1.000	6.000	wulinzhizhan_done	baitian_04	4.000	8.000	1018109.000	1013109.000	1013109.000	1013109.000		1018109.000	1026109.000	1026109.000	1026109.000		1020109.000	1020109.000	1110109.000	1111109.000	1990109.000	ZhanDou_02	11-9guan	
100109.000	1.000		236.000	-1.000	6.000	taohuayuan_done	baitian_02	4.000	8.000	1007110.000	1007110.000	1016110.000	1016110.000		1008110.000	1014110.000	1014110.000			1007110.000	1109110.000	1119110.000	1122110.000	1990110.000	ZhanDou_03	11-10guan	
100110.000	1.000		237.000	-1.000	6.000	wulinzhizhan_done	baitian_05	4.000	8.000	1027111.000	1027111.000	1024111.000	1024111.000		1027111.000		1014111.000	1010111.000		1010111.000	1027111.000	1129111.000	1140111.000	1990111.000	ZhanDou_02	12-1guan	
100111.000	1.000		237.000	-1.000	6.000	hebianjunying_done	yewan_03	4.000	8.000	1022112.000	1012112.000	1012112.000			1007112.000		1012112.000	1009112.000	1012112.000	1025112.000		1105112.000	1119112.000	1990112.000	ZhanDou_03	12-2guan	
100112.000	1.000		237.000	-1.000	6.000	hebianjunying_done	baitian_04	4.000	8.000	1018113.000	1024113.000	1024113.000	1024113.000		1027113.000	1012113.000	1012113.000	1012113.000		1022113.000		1107113.000	1140113.000	1990113.000	ZhanDou_03	12-3guan	
100113.000	1.000		237.000	-1.000	6.000	taohuayuan_done	baitian_04	4.000	8.000	1021114.000	1021114.000	1013114.000	1013114.000		1008114.000	1012114.000	1012114.000	1012114.000		1012114.000		1113114.000	1129114.000	1990114.000	ZhanDou_02	12-4guan	
100114.000	1.000		237.000	-1.000	6.000	xiagu_done	baitian_01	4.000	8.000	1004115.000	1009115.000	1009115.000	1009115.000		1007115.000		1012115.000		1103115.000	1009115.000	1009115.000	1101115.000	1141115.000	1990115.000	ZhanDou_01	12-5guan	
100115.000	1.000		237.000	-1.000	6.000	shamo_done	baitian_03	4.000	8.000	1018116.000	1018116.000	1009116.000	1009116.000		1021116.000	1023116.000	1023116.000		1141116.000	1012116.000		1133116.000	1102116.000	1990116.000	ZhanDou_01	12-6guan	
100116.000	1.000		237.000	-1.000	6.000	xiagu_done	baitian_03	4.000	8.000	1015117.000	1015117.000	1023117.000	1023117.000		1021117.000		1013117.000	1013117.000		1024117.000	1024117.000	1130117.000	1107117.000	1990117.000	ZhanDou_03	12-7guan	
100117.000	1.000		237.000	-1.000	6.000	hebianjunying_done	yewan_03	4.000	8.000	1004118.000	1012118.000	1012118.000			1021118.000	1003118.000	1024118.000	1024118.000		1007118.000	1007118.000	1110118.000	1144118.000	1990118.000	ZhanDou_02	12-8guan	
100118.000	1.000		237.000	-1.000	6.000	taohuayuan_done	baitian_02	4.000	8.000	1027119.000	1013119.000	1013119.000	1013119.000		1003119.000	1026119.000	1026119.000	1026119.000		1014119.000	1014119.000	1112119.000	1120119.000	1990119.000	ZhanDou_01	12-9guan	
100119.000	1.000		237.000	-1.000	6.000	shamo_done	baitian_01	4.000	9.000	1022120.000	1026120.000	1026120.000	1026120.000		1007120.000	1003120.000	1023120.000	1023120.000		1010120.000	1023120.000	1120120.000	1117120.000	1990120.000	ZhanDou_01	12-10guan	
100120.000	1.000		238.000	-1.000	6.000	xiagu_done	baitian_01	5.000	9.000	1022121.000	1012121.000	1014121.000	1014121.000		1007121.000	1012121.000	1012121.000	1024121.000		1021121.000		1107121.000	1112121.000	1990121.000	ZhanDou_03	13-1guan	
100121.000	1.000		238.000	-1.000	6.000	zhulinzhizhan_done	yewan_01	5.000	9.000	1018122.000	1024122.000	1024122.000	1024122.000		1027122.000		1012122.000	1012122.000		1004122.000		1129122.000	1140122.000	1990122.000	ZhanDou_03	13-2guan	
100122.000	1.000		238.000	-1.000	6.000	hebianjunying_done	baitian_01	5.000	9.000	1021123.000	1008123.000	1024123.000			1008123.000	1001123.000	1012123.000	1012123.000		1027123.000		1118123.000	1112123.000	1990123.000	ZhanDou_01	13-3guan	
100123.000	1.000		238.000	-1.000	6.000	wulinzhizhan_done	baitian_06	5.000	9.000	1005124.000	1010124.000	1010124.000			1002124.000	1001124.000	1012124.000		1112124.000	1012124.000	1024124.000	1024124.000	1117124.000	1990124.000	ZhanDou_02	13-4guan	
100124.000	1.000		238.000	-1.000	6.000	hebianjunying_done	yewan_03	5.000	9.000	1018125.000	1023125.000	1023125.000	1023125.000		1021125.000	1023125.000	1010125.000	1010125.000			1010125.000	1127125.000	1103125.000	1990125.000	ZhanDou_02	13-5guan	
100125.000	1.000		238.000	-1.000	6.000	wulinzhizhan_done	yewan_01	5.000	9.000	1025126.000	1025126.000	1013126.000	1013126.000		1021126.000	1013126.000	1013126.000	1013126.000		1010126.000		1105126.000	1108126.000	1990126.000	ZhanDou_03	13-6guan	
100126.000	1.000		238.000	-1.000	6.000	hebianjunying_done	yewan_03	5.000	9.000	1004127.000	1012127.000	1012127.000			1021127.000	1003127.000	1024127.000	1024127.000		1004127.000	1013127.000		1129127.000	1990127.000	ZhanDou_01	13-7guan	
100127.000	1.000	57.000	238.000	-1.000	6.000	chengmenzhizhan_done	baitian_03	5.000	9.000	1027128.000	1013128.000	1013128.000			1002128.000	1026128.000	1026128.000	1026128.000		1004128.000	1013128.000		1125128.000	1990128.000	ZhanDou_01	13-8guan	
100128.000	1.000		238.000	-1.000	6.000	xiagu_done	baitian_01	5.000	9.000	1022129.000	1026129.000	1026129.000	1011129.000		1007129.000	1003129.000	1023129.000	1023129.000		1018129.000	1010129.000	1125129.000	1105129.000	1990129.000	ZhanDou_01	13-9guan	
100129.000	1.000		238.000	-1.000	6.000	taohuayuan_done	baitian_04	5.000	9.000	1005130.000	1005130.000	1010130.000	1010130.000		1018130.000		1023130.000	1023130.000		1012130.000	1108130.000	1122130.000	1109130.000	1990130.000	ZhanDou_03	13-10guan	
100130.000	1.000		239.000	-1.000	6.000	hebianjunying_done	baitian_04	5.000	9.000	1022131.000	1026131.000	1026131.000	1026131.000		1027131.000	1014131.000	1014131.000		1108131.000	1004131.000	1012131.000		1109131.000	1990131.000	ZhanDou_01	14-1guan	
100131.000	1.000		239.000	-1.000	6.000	wulinzhizhan_done	yewan_01	5.000	9.000	1008132.000	1011132.000	1011132.000	1011132.000		1003132.000	1010132.000	1010132.000		1111132.000	1027132.000	1012132.000		1127132.000	1990132.000	ZhanDou_03	14-2guan	
100132.000	1.000		239.000	-1.000	6.000	hebianjunying_done	yewan_03	5.000	9.000	1006133.000	1014133.000	1014133.000			1004133.000	1012133.000	1012133.000	1014133.000		1002133.000		1122133.000	1109133.000	1990133.000	ZhanDou_01	14-3guan	
100133.000	1.000		239.000	-1.000	6.000	shamo_done	baitian_05	5.000	9.000	1021134.000	1001134.000	1009134.000	1009134.000		1007134.000	1025134.000	1010134.000	1010134.000		1014134.000	1014134.000	1131134.000	1125134.000	1990134.000	ZhanDou_03	14-4guan	
100134.000	1.000		239.000	-1.000	6.000	zhulinzhizhan_done	baitian_01	5.000	9.000	1018135.000	1013135.000	1013135.000	1013135.000		1018135.000	1012135.000	1026135.000	1024135.000		1007135.000		1108135.000	1105135.000	1990135.000	ZhanDou_02	14-5guan	
100135.000	1.000		239.000	-1.000	6.000	taohuayuan_done	yewan_02	5.000	9.000	1007136.000	1007136.000	1016136.000	1016136.000		1018136.000	1018136.000	1016136.000	1014136.000		1014136.000	1131136.000	1138136.000	1118136.000	1990136.000	ZhanDou_03	14-6guan	
100136.000	1.000		239.000	-1.000	6.000	zhulinzhizhan_done	baitian_03	5.000	9.000	1025137.000	1025137.000	1010137.000	1010137.000		1002137.000		1012137.000	1012137.000	1013137.000	1013137.000	1002137.000	1125137.000	1108137.000	1990137.000	ZhanDou_03	14-7guan	
100137.000	1.000		239.000	-1.000	6.000	hebianjunying_done	yewan_02	5.000	9.000	1018138.000	1013138.000	1013138.000	1013138.000		1018138.000	1026138.000	1026138.000	1026138.000		1024138.000	1125138.000	1131138.000	1143138.000	1990138.000	ZhanDou_02	14-8guan	
100138.000	1.000		239.000	-1.000	6.000	taohuayuan_done	yewan_01	5.000	9.000	1004139.000	1004139.000	1010139.000	1010139.000		1008139.000	1008139.000	1016139.000	1016139.000	1127139.000	1024139.000	1014139.000	1141139.000	1103139.000	1990139.000	ZhanDou_01	14-9guan	
100139.000	1.000		239.000	-1.000	6.000	wulinzhizhan_done	baitian_04	5.000	10.000	1027140.000	1027140.000	1010140.000	1010140.000		1004140.000	1004140.000	1016140.000	1016140.000	1125140.000	1012140.000	1119140.000	1122140.000	1105140.000	1990140.000	ZhanDou_01	14-10guan	
100140.000	1.000		240.000	-1.000	6.000	wulinzhizhan_done	baitian_05	5.000	10.000	1025141.000	1025141.000	1010141.000	1010141.000		1002141.000	1012141.000	1012141.000	1012141.000		1025141.000	1010141.000		1110141.000	1990141.000	ZhanDou_03	15-1guan	
100141.000	1.000		240.000	-1.000	6.000	taohuayuan_done	baitian_05	5.000	10.000	1004142.000	1009142.000	1009142.000	1009142.000		1004142.000	1014142.000	1014142.000			1009142.000	1009142.000	1004142.000	1009142.000	1990142.000	ZhanDou_03	15-2guan	
100142.000	1.000		240.000	-1.000	6.000	chengmenzhizhan_done	yewan_03	5.000	10.000	1018143.000	1013143.000	1013143.000			1003143.000	1003143.000	1013143.000	1026143.000	1026143.000	1026143.000	1026143.000		1102143.000	1990143.000	ZhanDou_03	15-3guan	
100143.000	1.000		240.000	-1.000	6.000	hebianjunying_done	baitian_03	5.000	10.000	1018144.000	1010144.000	1016144.000	1016144.000		1005144.000	1005144.000	1010144.000			1025144.000	1010144.000		1129144.000	1990144.000	ZhanDou_03	15-4guan	
100144.000	1.000		240.000	-1.000	6.000	chengmenzhizhan_done	baitian_03	5.000	10.000	1025145.000	1006145.000	1010145.000	1010145.000		1022145.000	1023145.000	1023145.000	1023145.000		1009145.000	1009145.000		1120145.000	1990145.000	ZhanDou_02	15-5guan	
100145.000	1.000	66.000	240.000	-1.000	6.000	taohuayuan_done	yewan_05	5.000	10.000	1005146.000	1020146.000	1020146.000	1020146.000		1008146.000	1016146.000	1016146.000			1008146.000	1005146.000	1026146.000	1112146.000	1990146.000	ZhanDou_01	15-6guan	
100146.000	1.000		240.000	-1.000	6.000	zhulinzhizhan_done	baitian_03	5.000	10.000	1006147.000	1006147.000	1026147.000	1026147.000		1001147.000	1014147.000		1026147.000	1122147.000	1018147.000	1020147.000		1127147.000	1990147.000	ZhanDou_01	15-7guan	
100147.000	1.000		240.000	-1.000	6.000	shamo_done	baitian_04	5.000	10.000	1021148.000	1020148.000	1020148.000	1012148.000		1027148.000	1027148.000	1012148.000	1012148.000			1143148.000	1108148.000	1131148.000	1990148.000	ZhanDou_01	15-8guan	
100148.000	1.000		240.000	-1.000	6.000	zhulinzhizhan_done	yewan_02	5.000	10.000	1005149.000	1001149.000	1024149.000	1010149.000	1024149.000	1005149.000	1005149.000	1010149.000	1024149.000		1012149.000		1109149.000	1108149.000	1990149.000	ZhanDou_01	15-9guan	
100149.000	1.000		240.000	-1.000	6.000	zhulinzhizhan_done	baitian_01	5.000	10.000	1025150.000	1026150.000	1026150.000	1026150.000		1025150.000	1025150.000	1010150.000	1010150.000		1003150.000	1026150.000	1140150.000	1129150.000	1990150.000	ZhanDou_02	15-10guan	
100150.000	1.000		241.000	-1.000	6.000	xiagu_done	baitian_03	5.000	10.000	1022151.000	1022151.000	1026151.000	1026151.000		1006151.000	1006151.000	1014151.000	1014151.000		1006151.000	1014151.000		1111151.000	1990151.000	ZhanDou_01	16-1guan	
100151.000	1.000		241.000	-1.000	6.000	xiagu_done	baitian_04	5.000	10.000	1008152.000	1011152.000	1011152.000	1011152.000		1008152.000	1010152.000	1011152.000		1110152.000	1020152.000	1020152.000		1129152.000	1990152.000	ZhanDou_03	16-2guan	
100152.000	1.000		241.000	-1.000	6.000	zhulinzhizhan_done	yewan_02	5.000	10.000	1006153.000	1006153.000	1014153.000	1014153.000		1004153.000	1001153.000	1012153.000	1012153.000	1106153.000	1009153.000	1009153.000	1009153.000	1120153.000	1990153.000	ZhanDou_02	16-3guan	
100153.000	1.000		241.000	-1.000	6.000	wulinzhizhan_done	baitian_03	5.000	10.000	1021154.000	1003154.000	1009154.000	1009154.000	1009154.000	1021154.000	1009154.000	1009154.000		1140154.000	1021154.000	1024154.000		1113154.000	1990154.000	ZhanDou_03	16-4guan	
100154.000	1.000		241.000	-1.000	6.000	shamo_done	baitian_03	5.000	10.000	1018155.000	1013155.000	1013155.000			1018155.000	1026155.000	1026155.000		1102155.000	1026155.000	1026155.000	1026155.000	1101155.000	1990155.000	ZhanDou_02	16-5guan	
100155.000	1.000		241.000	-1.000	6.000	xiagu_done	baitian_04	5.000	10.000	1007156.000	1007156.000	1016156.000	1016156.000		1018156.000	1014156.000	1016156.000		1103156.000	1021156.000	1016156.000		1137156.000	1990156.000	ZhanDou_03	16-6guan	
100156.000	1.000		241.000	-1.000	6.000	shamo_done	yewan_02	5.000	10.000	1025157.000		1010157.000	1010157.000	1012157.000	1002157.000	1012157.000	1012157.000		1104157.000	1016157.000	1012157.000		1133157.000	1990157.000	ZhanDou_03	16-7guan	
100157.000	1.000		241.000	-1.000	6.000	zhulinzhizhan_done	baitian_01	5.000	10.000	1018158.000	1013158.000	1013158.000	1013158.000		1018158.000	1026158.000	1026158.000	1026158.000		1026158.000	1026158.000		1141158.000	1990158.000	ZhanDou_02	16-8guan	
100158.000	1.000		241.000	-1.000	6.000	zhulinzhizhan_done	baitian_02	5.000	10.000	1007159.000	1007159.000	1016159.000	1016159.000		1008159.000	1014159.000	1014159.000				1009159.000	1138159.000	1117159.000	1990159.000	ZhanDou_01	16-9guan	
100159.000	1.000		241.000	-1.000	6.000	zhulinzhizhan_done	baitian_03	5.000	11.000	1025160.000	1025160.000	1010160.000	1010160.000		1004160.000		1012160.000	1013160.000			1010160.000	1010160.000	1117160.000	1990160.000	ZhanDou_01	16-10guan	
200000.000	1.000		60.000	3.000	12.000	taohuayuan_done	baitian_01	1.000	1.000	1003008.000	1006008.000				1001008.000	1009008.000				1003008.000	1011008.000			2990009.000	ZhanDou_03		
200001.000	1.000		64.000	3.000	12.000	zhulinzhizhan_done	yewan_02	1.000	1.000	1006009.000	1001009.000				1003009.000	1011009.000				1006009.000	1026009.000	1026009.000		2990010.000	ZhanDou_03		
200002.000	1.000		68.000	3.000	12.000	hebianjunying_done	yewan_01	1.000	1.000	1001010.000	1003010.000				1006010.000	1006010.000	1011010.000			1001010.000	1009010.000	1009010.000		2990011.000	ZhanDou_01		
200003.000	1.000		72.000	3.000	12.000	wulinzhizhan_done	yewan_01	1.000	1.000	1003011.000	1006011.000	1009011.000			1001011.000	1009011.000	1026011.000			1003011.000	1011011.000	1011011.000		2990012.000	ZhanDou_02		
200004.000	1.000		76.000	3.000	12.000	shamo_done	baitian_01	1.000	1.000	1003012.000	1003012.000				1003012.000	1026012.000						1102012.000	1101012.000	2990013.000	ZhanDou_02		
200005.000	1.000		80.000	3.000	12.000	taohuayuan_done	yewan_03	1.000	1.000	1001013.000	1003013.000	1026013.000			1006013.000	1026013.000	1011013.000	1011013.000		1001013.000	1009013.000	1009013.000	1009013.000	2990014.000	ZhanDou_03		
200006.000	1.000		84.000	3.000	12.000	hebianjunying_done	baitian_02	1.000	1.000	1001014.000	1009014.000	1011014.000	1011014.000		1001014.000	1009014.000	1026014.000	1026014.000		1003014.000	1011014.000	1011014.000	1011014.000	2990015.000	ZhanDou_01		
200007.000	1.000		88.000	3.000	12.000	zhulinzhizhan_done	baitian_01	1.000	1.000	1006015.000	1001015.000	1011015.000	1011015.000		1003015.000	1009015.000	1006015.000	1011015.000		1006015.000	1026015.000	1026015.000		2990016.000	ZhanDou_01		
200008.000	1.000		92.000	3.000	12.000	chengmenzhizhan_done	baitian_04	1.000	1.000	1001016.000	1003016.000	1026016.000	1026016.000		1006016.000	1026016.000	1011016.000			1006016.000	1026016.000	1026016.000		2990017.000	ZhanDou_01		
200009.000	1.000		102.000	3.000	12.000	wulinzhizhan_done	yewan_01	1.000	2.000	1001017.000	1009017.000	1009017.000			1003017.000	1003017.000	1026017.000			1026017.000	1026017.000		1133017.000	2990018.000	ZhanDou_03		
200010.000	1.000		112.000	3.000	12.000	zhulinzhizhan_done	baitian_05	1.000	2.000	1003018.000	1003018.000	1023018.000			1015018.000	1015018.000	1015018.000	1023018.000		1026018.000	1026018.000	1026018.000		2990019.000	ZhanDou_01		
200011.000	1.000		122.000	3.000	12.000	hebianjunying_done	baitian_05	1.000	2.000	1025019.000	1026019.000	1026019.000	1026019.000		1025019.000	1025019.000	1013019.000	1013019.000		1014019.000	1013019.000		1113019.000	2990020.000	ZhanDou_03		
200012.000	1.000		132.000	3.000	12.000	xiagu_done	yewan_07	1.000	2.000	1005020.000	1010020.000	1010020.000			1005020.000	1005020.000	1010020.000	1010020.000		1013020.000	1013020.000	1003020.000		2990021.000	ZhanDou_01		
200013.000	1.000		142.000	3.000	12.000	chengmenzhizhan_done	baitian_02	1.000	2.000	1008021.000	1026021.000	1026021.000			1008021.000	1003021.000	1026021.000			1001021.000	1011021.000	1011021.000		2990022.000	ZhanDou_03		
200014.000	1.000		152.000	3.000	12.000	xiagu_done	baitian_04	1.000	2.000	1018022.000	1011022.000	1011022.000			1001022.000	1001022.000	1026022.000	1026022.000		1020022.000	1023022.000		1135022.000	2990023.000	ZhanDou_02		
200015.000	1.000		162.000	3.000	12.000	zhulinzhizhan_done	yewan_04	1.000	2.000	1003023.000	1010023.000	1010023.000			1003023.000	1003023.000	1023023.000	1023023.000		1003023.000	1013023.000	1013023.000		2990024.000	ZhanDou_03		
200016.000	1.000		172.000	3.000	12.000	chengmenzhizhan_done	baitian_04	1.000	2.000	1004024.000	1009024.000	1009024.000			1004024.000	1014024.000	1014024.000			1013024.000	1013024.000	1003024.000		2990025.000	ZhanDou_03		
200017.000	1.000		182.000	3.000	12.000	taohuayuan_done	yewan_04	1.000	2.000	1018025.000		1016025.000	1016025.000		1005025.000	1010025.000			1135025.000	1021025.000		1026025.000	1120025.000	2990026.000	ZhanDou_02		
200018.000	1.000		192.000	3.000	12.000	hebianjunying_done	baitian_04	1.000	2.000	1025026.000	1006026.000	1010026.000	1010026.000		1022026.000	1023026.000	1023026.000	1023026.000		1013026.000		1106026.000	1111026.000	2990027.000	ZhanDou_01		
200019.000	1.000		202.000	3.000	12.000	hebianjunying_done	yewan_01	1.000	3.000	1005027.000	1005027.000	1020027.000	1020027.000		1008027.000	1016027.000				1012027.000		1120027.000	1106027.000	2990028.000	ZhanDou_01		
200020.000	1.000		212.000	3.000	12.000	chengmenzhizhan_done	baitian_03	2.000	3.000	1006028.000	1026028.000	1026028.000			1001028.000	1001028.000				1014028.000	1014028.000			2990029.000	ZhanDou_02		
200021.000	1.000		222.000	3.000	12.000	wulinzhizhan_done	yewan_06	2.000	3.000	1021029.000	1021029.000	1020029.000			1027029.000	1020029.000			1106029.000	1009029.000	1009029.000	1009029.000		2990030.000	ZhanDou_03		
200022.000	1.000		232.000	3.000	12.000	zhulinzhizhan_done	baitian_03	2.000	3.000	1001030.000	1024030.000	1024030.000			1010030.000	1010030.000	1024030.000		1131030.000	1012030.000			1119030.000	2990031.000	ZhanDou_02		
200023.000	1.000		242.000	3.000	12.000	shamo_done	yewan_04	2.000	3.000	1002031.000	1026031.000	1026031.000	1026031.000		1007031.000	1026031.000	1026031.000	1026031.000		1007031.000	1007031.000	1009031.000	1009031.000	2990032.000	ZhanDou_03		
200024.000	1.000		252.000	3.000	12.000	zhulinzhizhan_done	yewan_05	2.000	3.000	1022032.000	1026032.000	1026032.000			1006032.000	1026032.000	1026032.000	1026032.000		1026032.000		1026032.000	1111032.000	2990033.000	ZhanDou_03		
200025.000	1.000		262.000	3.000	12.000	zhulinzhizhan_done	baitian_02	2.000	3.000	1008033.000	1023033.000	1023033.000	1023033.000		1008033.000	1003033.000	1023033.000	1023033.000		1023033.000	1003033.000		1106033.000	2990034.000	ZhanDou_02		
200026.000	1.000		272.000	3.000	12.000	zhulinzhizhan_done	baitian_03	2.000	3.000	1006034.000	1014034.000	1014034.000			1008034.000	1012034.000	1012034.000			1012034.000	1012034.000		1111034.000	2990035.000	ZhanDou_01		
200027.000	1.000		282.000	3.000	12.000	taohuayuan_done	yewan_04	2.000	3.000	1021035.000	1003035.000	1009035.000	1009035.000		1003035.000	1009035.000	1009035.000		1113035.000	1021035.000	1003035.000	1009035.000	1009035.000	2990036.000	ZhanDou_01		
200028.000	1.000		292.000	3.000	12.000	chengmenzhizhan_done	baitian_02	2.000	3.000	1018036.000	1013036.000	1013036.000	1013036.000		1018036.000	1026036.000	1026036.000	1026036.000		1026036.000	1026036.000		1135036.000	2990037.000	ZhanDou_02		
200029.000	1.000		302.000	3.000	12.000	taohuayuan_done	baitian_02	2.000	3.000	1007037.000	1016037.000	1016037.000	1016037.000		1008037.000	1014037.000	1014037.000			1014037.000	1016037.000	1016037.000	1135037.000	2990038.000	ZhanDou_03		
200030.000	1.000		312.000	3.000	12.000	wulinzhizhan_done	yewan_01	2.000	3.000	1025038.000	1025038.000	1010038.000	1010038.000		1002038.000	1012038.000	1012038.000	1012038.000		1025038.000	1010038.000		1110038.000	2990039.000	ZhanDou_02		
200031.000	1.000		322.000	3.000	12.000	zhulinzhizhan_done	baitian_05	2.000	3.000	1004039.000	1009039.000	1009039.000	1009039.000		1004039.000	1014039.000	1014039.000			1009039.000	1009039.000	1004039.000	1009039.000	2990040.000	ZhanDou_03		
200032.000	1.000		332.000	3.000	12.000	hebianjunying_done	yewan_04	2.000	3.000	1018040.000	1013040.000	1013040.000			1003040.000	1003040.000	1013040.000	1026040.000	1026040.000	1026040.000	1026040.000		1102040.000	2990041.000	ZhanDou_03		
200033.000	1.000		342.000	3.000	12.000	chengmenzhizhan_done	baitian_03	2.000	3.000	1018041.000	1010041.000	1016041.000	1016041.000		1005041.000	1005041.000	1010041.000			1025041.000	1010041.000		1129041.000	2990042.000	ZhanDou_02		
200034.000	1.000		352.000	3.000	12.000	xiagu_done	baitian_03	2.000	3.000	1025042.000	1006042.000	1010042.000	1010042.000		1022042.000	1023042.000	1023042.000	1023042.000		1009042.000	1009042.000		1120042.000	2990043.000	ZhanDou_01		
200035.000	1.000		362.000	3.000	12.000	hebianjunying_done	yewan_01	2.000	3.000	1005043.000	1020043.000	1020043.000	1020043.000		1008043.000	1016043.000	1016043.000			1008043.000	1005043.000	1026043.000	1112043.000	2990044.000	ZhanDou_01		
200036.000	1.000		372.000	3.000	12.000	wulinzhizhan_done	baitian_01	2.000	3.000	1006044.000	1006044.000	1026044.000	1026044.000		1001044.000	1014044.000		1026044.000	1122044.000	1018044.000	1020044.000		1127044.000	2990045.000	ZhanDou_03		
200037.000	1.000		382.000	3.000	12.000	shamo_done	yewan_02	2.000	3.000	1021045.000	1020045.000	1020045.000	1012045.000		1027045.000	1027045.000	1012045.000	1012045.000			1143045.000	1108045.000	1131045.000	2990046.000	ZhanDou_02		
200038.000	1.000		392.000	3.000	12.000	taohuayuan_done	baitian_05	2.000	3.000	1005046.000	1001046.000	1024046.000	1010046.000	1024046.000	1005046.000	1005046.000	1010046.000	1024046.000		1012046.000		1109046.000	1108046.000	2990047.000	ZhanDou_01		
200039.000	1.000		402.000	3.000	12.000	zhulinzhizhan_done	baitian_01	2.000	4.000	1025047.000	1026047.000	1026047.000	1026047.000		1025047.000	1025047.000	1010047.000	1010047.000		1003047.000	1026047.000	1140047.000	1129047.000	2990048.000	ZhanDou_01		
200040.000	1.000		412.000	3.000	12.000	shamo_done	yewan_02	2.000	4.000	1022048.000	1022048.000	1026048.000	1026048.000		1006048.000	1006048.000	1014048.000	1014048.000		1006048.000	1014048.000		1111048.000	2990049.000	ZhanDou_03		
200041.000	1.000		422.000	3.000	12.000	wulinzhizhan_done	yewan_02	2.000	4.000	1008049.000	1011049.000	1011049.000	1011049.000		1008049.000	1010049.000	1011049.000		1110049.000	1020049.000	1020049.000		1129049.000	2990050.000	ZhanDou_03		
200042.000	1.000		432.000	3.000	12.000	taohuayuan_done	baitian_01	2.000	4.000	1006050.000	1006050.000	1014050.000	1014050.000		1004050.000	1001050.000	1012050.000	1012050.000	1106050.000	1009050.000	1009050.000	1009050.000	1120050.000	2990051.000	ZhanDou_01		
200043.000	1.000		442.000	3.000	12.000	taohuayuan_done	baitian_04	2.000	4.000	1021051.000	1003051.000	1009051.000	1009051.000	1009051.000	1021051.000	1009051.000	1009051.000		1140051.000	1021051.000	1024051.000		1113051.000	2990052.000	ZhanDou_02		
200044.000	1.000		452.000	3.000	12.000	hebianjunying_done	baitian_01	2.000	4.000	1018052.000	1013052.000	1013052.000			1018052.000	1026052.000	1026052.000		1102052.000	1026052.000	1026052.000	1026052.000	1101052.000	2990053.000	ZhanDou_02		
200045.000	1.000		460.000	3.000	12.000	hebianjunying_done	yewan_01	2.000	4.000	1007053.000	1007053.000	1016053.000	1016053.000		1018053.000	1014053.000	1016053.000		1103053.000	1021053.000	1016053.000		1137053.000	2990054.000	ZhanDou_03		
200046.000	1.000		460.000	3.000	12.000	xiagu_done	yewan_03	2.000	4.000	1025054.000		1010054.000	1010054.000	1012054.000	1002054.000	1012054.000	1012054.000		1104054.000	1016054.000	1012054.000		1133054.000	2990055.000	ZhanDou_01		
200047.000	1.000		460.000	3.000	12.000	chengmenzhizhan_done	baitian_02	2.000	4.000	1018055.000	1013055.000	1013055.000	1013055.000		1018055.000	1026055.000	1026055.000	1026055.000		1026055.000	1026055.000		1141055.000	2990056.000	ZhanDou_01		
200048.000	1.000		460.000	3.000	12.000	zhulinzhizhan_done	baitian_01	2.000	4.000	1007056.000	1007056.000	1016056.000	1016056.000		1008056.000	1014056.000	1014056.000				1009056.000	1138056.000	1117056.000	2990057.000	ZhanDou_01		
