ID	Power	Intelligence	Agility	MaxHealth	Physic	Magic	Armor	Resistance	Crit	HealthRecovery	EnergyRecovery	BloodLevel	OffsetArmor	OffsetResistance	AddCure	Dodge	AttackRange	AttackCD	
1010093.000	1.000	1.000	1.000	3502.000	625.600	510.000	204.000	34.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1008093.000	1.000	1.000	1.000	11968.000	586.500	408.000	275.400	86.700	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1138093.000	1.000	1.000	1.000	7313.036	747.879	487.779	344.068	104.368	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1118093.000	1.000	1.000	1.000	8127.032	592.511	548.614	314.561	139.704	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990093.000	1.000	1.000	1.000	12158.886	867.486	630.214	460.214	151.786	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1004094.000	1.000	1.000	1.000	11200.000	551.250	420.000	252.000	115.500	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1011094.000	1.000	1.000	1.000	2572.500	546.000	420.000	105.000	35.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1013094.000	1.000	1.000	1.000	3311.000	840.000	525.000	183.750	99.750	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1021094.000	1.000	1.000	1.000	7350.000	770.000	350.000	196.000	56.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1113094.000	1.000	1.000	1.000	9371.062	677.625	450.750	360.563	106.687	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1129094.000	1.000	1.000	1.000	6282.188	591.750	629.812	279.375	150.187	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990094.000	1.000	1.000	1.000	11076.750	874.500	732.250	441.750	181.250	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1022095.000	1.000	1.000	1.000	12441.600	610.200	432.000	324.000	105.840	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026095.000	1.000	1.000	1.000	3337.200	828.000	540.000	190.080	25.200	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1004095.000	1.000	1.000	1.000	11520.000	567.000	432.000	259.200	118.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1112095.000	1.000	1.000	1.000	6248.764	638.743	688.307	284.079	166.050	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1120095.000	1.000	1.000	1.000	9412.200	675.193	512.421	359.100	123.429	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990095.000	1.000	1.000	1.000	8531.486	1067.400	744.943	438.686	166.371	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1008096.000	1.000	1.000	1.000	13024.000	638.250	444.000	299.700	94.350	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1023096.000	1.000	1.000	1.000	3022.900	959.040	555.000	175.750	116.550	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1007096.000	1.000	1.000	1.000	8935.500	888.000	370.000	264.180	76.960	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1003096.000	1.000	1.000	1.000	3496.500	754.800	444.000	111.000	37.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1140096.000	1.000	1.000	1.000	6576.354	822.787	574.227	338.154	128.245	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1004096.000	1.000	1.000	1.000	11840.000	582.750	444.000	266.400	122.100	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014096.000	1.000	1.000	1.000	7622.000	1106.300	555.000	22.200	3.700	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1990096.000	1.000	1.000	1.000	13231.729	944.029	685.821	500.821	165.179	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1008097.000	1.000	1.000	1.000	13376.000	655.500	456.000	307.800	96.900	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1006097.000	1.000	1.000	1.000	8778.000	988.000	380.000	159.600	60.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014097.000	1.000	1.000	1.000	7828.000	1136.200	570.000	22.800	3.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1012097.000	1.000	1.000	1.000	3627.480	1231.200	570.000	180.500	76.380	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1010097.000	1.000	1.000	1.000	3914.000	699.200	570.000	228.000	38.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1144097.000	1.000	1.000	1.000	9019.639	712.093	596.261	359.711	147.589	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1120097.000	1.000	1.000	1.000	9935.100	712.704	540.889	379.050	130.286	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990097.000	1.000	1.000	1.000	10146.543	1128.871	817.271	494.543	184.300	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1021098.000	1.000	1.000	1.000	8190.000	858.000	390.000	218.400	62.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1010098.000	1.000	1.000	1.000	4017.000	502.320	585.000	234.000	39.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1002098.000	1.000	1.000	1.000	13728.000	702.000	468.000	351.000	117.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009098.000	1.000	1.000	1.000	3276.000	561.600	468.000	117.000	39.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1007098.000	1.000	1.000	1.000	9418.500	936.000	390.000	278.460	81.120	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1113098.000	1.000	1.000	1.000	10442.041	755.068	502.264	401.770	118.880	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1144098.000	1.000	1.000	1.000	9256.998	730.832	611.952	369.177	151.473	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990098.000	1.000	1.000	1.000	9025.993	922.629	994.221	410.336	239.850	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1018099.000	1.000	1.000	1.000	11520.000	660.000	480.000	338.400	132.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1013099.000	1.000	1.000	1.000	3784.000	960.000	600.000	210.000	114.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1026099.000	1.000	1.000	1.000	3708.000	920.000	600.000	211.200	28.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1027099.000	1.000	1.000	1.000	11760.000	720.000	400.000	308.000	84.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1108099.000	1.000	1.000	1.000	10032.000	732.857	631.286	383.786	157.714	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1125099.000	1.000	1.000	1.000	6933.429	685.714	718.286	319.500	169.929	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990099.000	1.000	1.000	1.000	8581.429	942.857	1001.143	406.857	243.429	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1007100.000	1.000	1.000	1.000	9901.500	984.000	410.000	292.740	85.280	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1010100.000	1.000	1.000	1.000	4223.000	754.400	615.000	246.000	41.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1013100.000	1.000	1.000	1.000	3878.600	984.000	615.000	215.250	116.850	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1008100.000	1.000	1.000	1.000	14432.000	707.250	492.000	332.100	104.550	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1003100.000	1.000	1.000	1.000	3874.500	836.400	492.000	123.000	41.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014100.000	1.000	1.000	1.000	8446.000	1225.900	615.000	24.600	4.100	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1004100.000	1.000	1.000	1.000	13120.000	645.750	492.000	295.200	135.300	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1107100.000	1.000	1.000	1.000	7126.971	696.707	690.118	343.082	158.143	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1144100.000	1.000	1.000	1.000	9731.716	768.311	643.334	388.109	159.241	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990100.000	1.000	1.000	1.000	9379.043	939.779	998.643	429.329	239.264	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1006101.000	1.000	1.000	1.000	11088.000	1248.000	480.000	201.600	76.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026101.000	1.000	1.000	1.000	4449.600	1104.000	720.000	253.440	33.600	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1021101.000	1.000	1.000	1.000	10080.000	1056.000	480.000	268.800	76.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1012101.000	1.000	1.000	1.000	4582.080	1555.200	720.000	228.000	96.480	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1122101.000	1.000	1.000	1.000	12893.400	924.686	669.343	491.657	161.229	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1143101.000	1.000	1.000	1.000	9238.629	835.457	774.514	415.286	175.629	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990101.000	1.000	1.000	1.000	12448.114	1388.229	1157.143	589.371	274.971	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1004102.000	1.000	1.000	1.000	15655.385	770.538	587.077	352.246	161.446	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1021102.000	1.000	1.000	1.000	10273.846	1076.308	489.231	273.969	78.277	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1020102.000	1.000	1.000	1.000	4796.418	1526.400	733.846	239.723	146.769	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1018102.000	1.000	1.000	1.000	14089.846	807.231	587.077	413.889	161.446	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1109102.000	1.000	1.000	1.000	9515.626	1061.194	884.547	450.529	210.195	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1104102.000	1.000	1.000	1.000	9054.351	1101.293	770.014	459.440	172.978	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990102.000	1.000	1.000	1.000	11753.769	1106.710	1169.262	526.971	276.765	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1021103.000	1.000	1.000	1.000	10467.692	1096.615	498.462	279.138	79.754	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1004103.000	1.000	1.000	1.000	15950.769	785.077	598.154	358.892	164.492	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1024103.000	1.000	1.000	1.000	4286.769	1339.865	747.692	249.231	149.538	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1010103.000	1.000	1.000	1.000	5134.154	917.169	747.692	299.077	49.846	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1137103.000	1.000	1.000	1.000	8410.203	901.770	966.125	392.004	236.057	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1104103.000	1.000	1.000	1.000	9225.188	1122.073	784.543	468.109	176.242	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990103.000	1.000	1.000	1.000	15886.325	1158.211	1072.404	614.888	273.086	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1002104.000	1.000	1.000	1.000	17870.769	913.846	609.231	456.923	152.308	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026104.000	1.000	1.000	1.000	4706.308	1167.692	761.538	268.062	35.538	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1007104.000	1.000	1.000	1.000	12260.769	1218.462	507.692	362.492	105.600	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1143104.000	1.000	1.000	1.000	9771.626	883.657	819.198	439.245	185.761	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1119104.000	1.000	1.000	1.000	9425.670	1147.747	808.319	476.777	182.769	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990104.000	1.000	1.000	1.000	18183.000	1304.044	943.945	693.363	227.374	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1022105.000	1.000	1.000	1.000	17864.862	876.185	620.308	465.231	151.975	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026105.000	1.000	1.000	1.000	4791.877	1188.923	775.385	272.935	36.185	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1023105.000	1.000	1.000	1.000	4223.262	1339.865	775.385	245.538	162.831	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1141105.000	1.000	1.000	1.000	8712.277	1070.585	918.554	445.015	218.769	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1014105.000	1.000	1.000	1.000	10648.615	1545.600	775.385	31.015	5.169	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1102105.000	1.000	1.000	1.000	14148.554	993.877	731.631	526.708	176.123	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1121105.000	1.000	1.000	1.000	13203.138	960.646	712.246	511.200	170.585	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990105.000	1.000	1.000	1.000	12419.077	1169.354	1235.446	556.800	292.431	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1008106.000	1.000	1.000	1.000	18520.615	907.615	631.385	426.185	134.169	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1023106.000	1.000	1.000	1.000	4298.677	1363.791	789.231	249.923	165.738	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1024106.000	1.000	1.000	1.000	4524.923	1414.302	789.231	263.077	157.846	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003106.000	1.000	1.000	1.000	4972.154	1073.354	631.385	157.846	52.615	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014106.000	1.000	1.000	1.000	10838.769	1573.200	789.231	31.569	5.262	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1133106.000	1.000	1.000	1.000	14026.322	1006.833	781.902	536.113	193.643	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1135106.000	1.000	1.000	1.000	14152.035	1002.887	763.017	533.013	186.879	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990106.000	1.000	1.000	1.000	12983.598	1579.213	1104.171	658.820	248.044	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1008107.000	1.000	1.000	1.000	18845.538	923.538	642.462	433.662	136.523	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014107.000	1.000	1.000	1.000	11028.923	1600.800	803.077	32.123	5.354	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1013107.000	1.000	1.000	1.000	5064.738	1284.923	803.077	281.077	152.585	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1012107.000	1.000	1.000	1.000	5110.782	1734.646	803.077	254.308	107.612	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1137107.000	1.000	1.000	1.000	9033.181	968.568	1037.690	421.042	253.543	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1142107.000	1.000	1.000	1.000	14359.589	1024.497	744.280	543.511	179.258	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990107.000	1.000	1.000	1.000	13253.064	1613.802	1136.545	670.378	256.985	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1008108.000	1.000	1.000	1.000	19170.462	939.462	653.538	441.138	138.877	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009108.000	1.000	1.000	1.000	4574.769	784.246	653.538	163.385	54.462	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1018108.000	1.000	1.000	1.000	15684.923	898.615	653.538	460.745	179.723	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1021108.000	1.000	1.000	1.000	11436.923	1198.154	544.615	304.985	87.138	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1112108.000	1.000	1.000	1.000	9453.259	966.303	1041.285	429.760	251.204	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1140108.000	1.000	1.000	1.000	9679.955	1211.088	845.224	497.740	188.768	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990108.000	1.000	1.000	1.000	19476.224	1389.547	1009.484	737.176	243.132	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1018109.000	1.000	1.000	1.000	15950.769	913.846	664.615	468.554	182.769	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1013109.000	1.000	1.000	1.000	5239.385	1329.231	830.769	290.769	157.846	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1026109.000	1.000	1.000	1.000	5134.154	1273.846	830.769	292.431	38.769	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1020109.000	1.000	1.000	1.000	5429.908	1728.000	830.769	271.385	166.154	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1110109.000	1.000	1.000	1.000	9502.220	952.121	1011.758	434.967	242.407	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1111109.000	1.000	1.000	1.000	15369.231	1060.714	756.593	563.143	235.582	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990109.000	1.000	1.000	1.000	19806.330	1413.099	1026.593	749.670	247.253	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1007110.000	1.000	1.000	1.000	13598.308	1351.385	563.077	402.037	117.120	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1016110.000	1.000	1.000	1.000	6959.631	1424.585	844.615	337.846	56.308	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1008110.000	1.000	1.000	1.000	19820.308	971.308	675.692	456.092	143.585	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014110.000	1.000	1.000	1.000	11599.385	1683.600	844.615	33.785	5.631	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1109110.000	1.000	1.000	1.000	10951.947	1221.374	1018.063	518.534	241.922	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1119110.000	1.000	1.000	1.000	10453.925	1272.956	896.499	528.790	202.708	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1122110.000	1.000	1.000	1.000	15124.950	1084.727	785.191	576.752	189.134	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990110.000	1.000	1.000	1.000	14450.163	1306.741	1211.420	649.549	274.701	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1027111.000	1.000	1.000	1.000	16825.846	1030.154	572.308	440.677	120.185	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1024111.000	1.000	1.000	1.000	4921.846	1538.363	858.462	286.154	171.692	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1014111.000	1.000	1.000	1.000	11789.538	1711.200	858.462	34.338	5.723	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1010111.000	1.000	1.000	1.000	5894.769	1053.046	858.462	343.385	57.231	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1129111.000	1.000	1.000	1.000	10272.412	967.609	1029.847	456.824	245.581	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1140111.000	1.000	1.000	1.000	10172.156	1272.669	888.201	523.048	198.366	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990111.000	1.000	1.000	1.000	19950.646	1431.178	1086.158	761.169	261.626	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1022112.000	1.000	1.000	1.000	20097.969	985.708	697.846	523.385	170.972	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1012112.000	1.000	1.000	1.000	5551.366	1884.185	872.308	276.231	116.889	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1007112.000	1.000	1.000	1.000	14044.154	1395.692	581.538	415.218	120.960	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009112.000	1.000	1.000	1.000	4884.923	837.415	697.846	174.462	58.154	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1025112.000	1.000	1.000	1.000	13433.538	1163.077	581.538	386.723	127.938	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1105112.000	1.000	1.000	1.000	9357.058	1028.077	1091.631	443.631	265.431	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1119112.000	1.000	1.000	1.000	10796.677	1314.692	925.892	546.127	209.354	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990112.000	1.000	1.000	1.000	20827.800	1493.723	1081.246	794.215	260.446	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1018113.000	1.000	1.000	1.000	17014.154	974.769	708.923	499.791	194.954	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1024113.000	1.000	1.000	1.000	5080.615	1587.988	886.154	295.385	177.231	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1027113.000	1.000	1.000	1.000	17368.615	1063.385	590.769	454.892	124.062	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1012113.000	1.000	1.000	1.000	5639.483	1914.092	886.154	280.615	118.745	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1022113.000	1.000	1.000	1.000	20416.985	1001.354	708.923	531.692	173.686	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1107113.000	1.000	1.000	1.000	10269.257	1003.886	994.391	494.347	227.868	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1140113.000	1.000	1.000	1.000	10500.290	1313.723	916.853	539.921	204.765	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990113.000	1.000	1.000	1.000	15774.382	1755.007	1270.576	768.844	286.523	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1021114.000	1.000	1.000	1.000	12600.000	1320.000	600.000	336.000	96.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1013114.000	1.000	1.000	1.000	5676.000	1440.000	900.000	315.000	171.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1008114.000	1.000	1.000	1.000	21120.000	1035.000	720.000	486.000	153.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1012114.000	1.000	1.000	1.000	5727.600	1944.000	900.000	285.000	120.600	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1113114.000	1.000	1.000	1.000	16064.679	1161.643	772.714	618.107	182.893	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1129114.000	1.000	1.000	1.000	10769.464	1014.429	1079.679	478.929	257.464	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990114.000	1.000	1.000	1.000	16020.857	1782.429	1290.429	780.857	291.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1004115.000	1.000	1.000	1.000	19495.385	959.538	731.077	438.646	201.046	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009115.000	1.000	1.000	1.000	5117.538	877.292	731.077	182.769	60.923	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1007115.000	1.000	1.000	1.000	14712.923	1462.154	609.231	434.991	126.720	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1012115.000	1.000	1.000	1.000	5815.717	1973.908	913.846	289.385	122.455	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1103115.000	1.000	1.000	1.000	10456.032	1110.323	1187.347	483.033	291.125	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1101115.000	1.000	1.000	1.000	16411.045	1212.478	742.500	646.873	170.041	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1141115.000	1.000	1.000	1.000	10268.041	1261.760	1082.581	524.482	257.835	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990115.000	1.000	1.000	1.000	15033.640	1828.563	1278.514	762.844	287.209	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1018116.000	1.000	1.000	1.000	17811.692	1020.462	742.154	523.218	204.092	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009116.000	1.000	1.000	1.000	5195.077	890.585	742.154	185.538	61.846	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1021116.000	1.000	1.000	1.000	12987.692	1360.615	618.462	346.338	98.954	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
