ID	LevelLimit	Type	Color	Power	Intelligence	Agility	MaxHealth	Physic	Magic	Armor	Resistance	Crit	Magic Crit	HealthRecovery	EnergyRecovery	BloodLevel	OffsetArmor	OffsetResistance	AddCure	Dodge	Price	Gold	Cash	Honor	Munition	ResolveSoulPoints	SoulPointsCost	Exploit	Prestige	URL	RefiningEXP	EquipPieceID	
13204.000	21.000	2.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	22.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1625.000	3250.000	65.000	195.000	195.000	0.000	195.000	195.000	195.000	LiuYunShan	51.000	83204.000	
13205.000	33.000	2.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	44.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4875.000	9750.000	195.000	585.000	585.000	0.000	585.000	585.000	585.000	PanLongJia	99.000	83205.000	
13206.000	49.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16250.000	32500.000	650.000	1950.000	1950.000	0.000	1950.000	1950.000	1950.000	ShenWuPiJia	185.000	83206.000	
13207.000	60.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	118.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24375.000	48750.000	975.000	2925.000	2925.000	0.000	2925.000	2925.000	2925.000	FuHuZhanJia	283.000	83207.000	
13208.000	60.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	65000.000	130000.000	2600.000	7800.000	7800.000	0.000	7800.000	7800.000	7800.000	JiuHuangShenKai	30.000	83208.000	
13301.000	1.000	3.000	1.000	0.000	0.000	0.000	52.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	GuanJin	4.000		
13302.000	6.000	3.000	2.000	0.000	0.000	0.000	112.000	0.000	0.000	0.000	0.000	0.000	0.000	34.000	0.000	0.000	0.000	0.000	0.000	0.000	325.000	650.000	13.000	39.000	39.000	0.000	39.000	39.000	39.000	FangShiMao	8.000		
13303.000	16.000	3.000	2.000	0.000	0.000	0.000	193.000	0.000	0.000	0.000	0.000	0.000	0.000	58.000	0.000	0.000	0.000	0.000	0.000	0.000	1400.000	2800.000	56.000	168.000	168.000	0.000	168.000	168.000	168.000	YuanTongMao	14.000		
13304.000	23.000	3.000	3.000	0.000	0.000	0.000	336.000	0.000	0.000	0.000	0.000	0.000	0.000	101.000	0.000	0.000	0.000	0.000	0.000	0.000	2125.000	4250.000	85.000	255.000	255.000	0.000	255.000	255.000	255.000	HanYuMao	28.000	83304.000	
13305.000	37.000	3.000	3.000	0.000	0.000	0.000	644.000	0.000	0.000	0.000	0.000	0.000	0.000	194.000	0.000	0.000	0.000	0.000	0.000	0.000	6375.000	12750.000	255.000	765.000	765.000	0.000	765.000	765.000	765.000	LiuLiMao	46.000	83305.000	
13306.000	48.000	3.000	4.000	0.000	0.000	0.000	1108.000	0.000	0.000	0.000	0.000	0.000	0.000	333.000	0.000	0.000	0.000	0.000	0.000	0.000	21250.000	42500.000	850.000	2550.000	2550.000	0.000	2550.000	2550.000	2550.000	LuoYingMao	88.000	83306.000	
13307.000	65.000	3.000	4.000	0.000	0.000	0.000	1773.000	0.000	0.000	0.000	0.000	0.000	0.000	532.000	0.000	0.000	0.000	0.000	0.000	0.000	31875.000	63750.000	1275.000	3825.000	3825.000	0.000	3825.000	3825.000	3825.000	TianYiMao	124.000	83307.000	
13308.000	65.000	3.000	4.000	0.000	0.000	0.000	2515.000	0.000	0.000	0.000	0.000	0.000	0.000	755.000	0.000	0.000	0.000	0.000	0.000	0.000	85000.000	170000.000	3400.000	10200.000	10200.000	0.000	10200.000	10200.000	10200.000	LuoShenMao	30.000	83308.000	
13401.000	2.000	4.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	ShouLingWan	1.000		
13402.000	8.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	300.000	600.000	12.000	36.000	36.000	0.000	36.000	36.000	36.000	CangQiongWan	9.000		
13403.000	25.000	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	4000.000	80.000	240.000	240.000	0.000	240.000	240.000	240.000	FengShiWan	37.000	83403.000	
13404.000	40.000	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12000.000	24000.000	480.000	1440.000	1440.000	0.000	1440.000	1440.000	1440.000	ShanLingWan	66.000	83404.000	
13405.000	50.000	4.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20000.000	40000.000	800.000	2400.000	2400.000	0.000	2400.000	2400.000	2400.000	XunLingWan	130.000	83405.000	
13406.000	70.000	4.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	50000.000	100000.000	2000.000	6000.000	6000.000	0.000	6000.000	6000.000	6000.000	FengLingWan	191.000	83406.000	
13501.000	2.000	5.000	1.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	MoZhuJie	2.000		
13502.000	7.000	5.000	2.000	0.000	0.000	0.000	0.000	0.000	16.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	325.000	650.000	13.000	39.000	39.000	0.000	39.000	39.000	39.000	BiYuJie	8.000		
13503.000	27.000	5.000	3.000	0.000	0.000	0.000	0.000	0.000	45.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	2125.000	4250.000	85.000	255.000	255.000	0.000	255.000	255.000	255.000	XunLingJie	26.000	83503.000	
13504.000	42.000	5.000	3.000	0.000	0.000	0.000	0.000	0.000	78.000	0.000	0.000	0.000	0.000	0.000	19.000	0.000	0.000	0.000	0.000	0.000	12750.000	25500.000	510.000	1530.000	1530.000	0.000	1530.000	1530.000	1530.000	MiLiJie	41.000	83504.000	
13505.000	52.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	128.000	0.000	0.000	0.000	0.000	0.000	29.000	0.000	0.000	0.000	0.000	0.000	21250.000	42500.000	850.000	2550.000	2550.000	0.000	2550.000	2550.000	2550.000	QianLongJie	78.000	83505.000	
13506.000	75.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	216.000	0.000	0.000	0.000	0.000	0.000	45.000	0.000	0.000	0.000	0.000	0.000	53125.000	106250.000	2125.000	6375.000	6375.000	0.000	6375.000	6375.000	6375.000	LingYunJie	109.000	83506.000	
13601.000	2.000	6.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	LiuYunXue	1.000		
13602.000	10.000	6.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	300.000	600.000	12.000	36.000	36.000	0.000	36.000	36.000	36.000	FengXingXue	11.000		
13603.000	28.000	6.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1875.000	3750.000	75.000	225.000	225.000	0.000	225.000	225.000	225.000	ShenXingXue	36.000	83603.000	
13604.000	46.000	6.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.000	11250.000	22500.000	450.000	1350.000	1350.000	0.000	1350.000	1350.000	1350.000	FengYangXue	57.000	83604.000	
13605.000	54.000	6.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.000	18750.000	37500.000	750.000	2250.000	2250.000	0.000	2250.000	2250.000	2250.000	QingLongXue	104.000	83605.000	
13606.000	67.000	6.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	55.000	46875.000	93750.000	1875.000	5625.000	5625.000	0.000	5625.000	5625.000	5625.000	YouLongXue	140.000	83606.000	
