//名称	编号	脚本ID	品质（白绿蓝紫橙）	类型	物品模型编号(男)	物品模型编号(女)	最大耐久度	耐久改变方式	耐久改变数	叠加数量	购入货币类型	购买价格	出售货币类型	出售价格	使用门派	等级需求	性别需求	可否锻造(升品质)	可否强化	可否鉴定(重置属性条数)重置	可否洗练	可否精炼(升星)	可否升级(如:20升级30级)	可否打孔	可否摘宝石	可否洗星	可否丢弃	可否卖店	可否交易	可否修理	可否存仓库	死亡掉落	可否使用	可否鉴定	冷却时间	冷却组	吟唱时间（毫秒）	道具颜色类型	任务关联	任务关联数量	图标编号	地上模型号	宝石类型	绑定类型（）	物品说明
混沌弯刀	120307	0	7	113	0	0	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	兽人王洛萨费的在比蒙战斗部队时使用的徽记，装备武器后，开启英雄跟随
霸权弯刀	120308	0	8	113	0	0	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	兽人族比蒙王在诸神之战中丢失的徽记，装备武器后，开启英雄跟随
兽王弯刀	120309	0	9	113	0	0	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	曾经兽人王萨尔菲戈一世最珍爱的徽记，装备武器后，开启英雄跟随
诸神弯刀	120310	0	10	113	0	0	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	第一次混沌战争中，诸神所佩徽记。装备武器后，开启英雄跟随
狼族头盔	120401	0	1	102	201	201	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120401	1	0	1	狼族战士经常使用的头盔
战争头盔	120402	0	2	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120401	1	0	1	曾经暗影狼族战士使用的头盔
丛林头盔	120403	0	3	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120401	1	0	1	精英狼族特殊部队使用的头盔
苍月头盔	120404	0	4	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120402	1	0	1	只有真正的狼人勇士才能有用的头盔
暗影头盔	120405	0	5	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120402	1	0	1	兽人王大战恶龙时所用的头盔
萨满头盔	120406	0	6	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120402	1	0	1	神官萨罗斯的专属头盔  他的死 换来的兽人族的和平
混沌头盔	120407	0	7	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120403	1	0	1	兽人王洛萨费的在比蒙战斗部队时使用的头盔
霸权头盔	120408	0	8	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120403	1	0	1	兽人族比蒙王在诸神之战中丢失的头盔
兽王头盔	120409	0	9	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120404	1	0	1	曾经兽人王萨尔菲戈一世最珍爱的头盔
诸神头盔	120410	0	10	102	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120405	1	0	1	第一次混沌战争中，诸神所佩头盔，被神之血灌注拥有无比强大的能力！
狼族战甲	120501	0	1	107	201	201	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120501	1	0	1	狼族战士经常使用的战甲 防御力一般
战争战甲	120502	0	2	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120501	1	0	1	曾经暗影狼族战士使用的战甲
丛林战甲	120503	0	3	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120501	1	0	1	精英狼族特殊部队使用的战甲
苍月战甲	120504	0	4	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120502	1	0	1	只有真正的狼人勇士才能有用的战甲
暗影战甲	120505	0	5	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120502	1	0	1	兽人王大战恶龙时所用的战甲
萨满战甲	120506	0	6	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120502	1	0	1	神官萨罗斯的专属战甲  他的死 换来的兽人族的和平
混沌战甲	120507	0	7	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120503	1	0	1	兽人王洛萨费的在比蒙战斗部队时使用的战甲
霸权战甲	120508	0	8	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120503	1	0	1	兽人族比蒙王在诸神之战中丢失的战甲
兽王战甲	120509	0	9	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120504	1	0	1	曾经兽人王萨尔菲戈一世最珍爱的战甲
诸神战甲	120510	0	10	107	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120505	1	0	1	第一次混沌战争中，诸神所佩战甲，被神之血灌注拥有无比强大的能力！
狼族肩甲	120601	0	1	104	201	201	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120601	1	0	1	狼族战士经常使用的肩甲
战争肩甲	120602	0	2	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120601	1	0	1	曾经暗影狼族战士使用的肩甲
丛林肩甲	120603	0	3	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120601	1	0	1	精英狼族特殊部队使用的肩甲
苍月肩甲	120604	0	4	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120602	1	0	1	只有真正的狼人勇士才能有用的肩甲
暗影肩甲	120605	0	5	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120602	1	0	1	兽人王大战恶龙时所用的肩甲
萨满肩甲	120606	0	6	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120602	1	0	1	神官萨罗斯的专属肩甲  他的死 换来的兽人族的和平
混沌肩甲	120607	0	7	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120603	1	0	1	兽人王洛萨费的在比蒙战斗部队时使用的肩甲
霸权肩甲	120608	0	8	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120603	1	0	1	兽人族比蒙王在诸神之战中丢失的肩甲
兽王肩甲	120609	0	9	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120604	1	0	1	曾经兽人王萨尔菲戈一世最珍爱的肩甲
诸神肩甲	120610	0	10	104	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120605	1	0	1	第一次混沌战争中，诸神所佩肩甲，被神之血灌注拥有无比强大的能力！
狼族腿甲	120701	0	1	106	201	201	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120701	1	0	1	狼族战士经常使用的腿甲
战争腿甲	120702	0	2	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120701	1	0	1	曾经暗影狼族战士使用的腿甲
丛林腿甲	120703	0	3	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120701	1	0	1	精英狼族特殊部队使用的腿甲
苍月腿甲	120704	0	4	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120702	1	0	1	只有真正的狼人勇士才能有用的腿甲
暗影腿甲	120705	0	5	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120702	1	0	1	兽人王大战恶龙时所用的腿甲
萨满腿甲	120706	0	6	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120702	1	0	1	神官萨罗斯的专属腿甲 他的死 换来的兽人族的和平
混沌腿甲	120707	0	7	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120703	1	0	1	兽人王洛萨费的在比蒙战斗部队时使用的腿甲
霸权腿甲	120708	0	8	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120703	1	0	1	兽人族比蒙王在诸神之战中丢失的腿甲
兽王腿甲	120709	0	9	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120704	1	0	1	曾经兽人王萨尔菲戈一世最珍爱的腿甲
诸神腿甲	120710	0	10	106	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120705	1	0	1	第一次混沌战争中，诸神所佩腿甲，被神之血灌注拥有无比强大的能力！
狼族拳套	120801	0	1	103	201	201	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120801	1	0	1	狼族战士经常使用的拳套
战争拳套	120802	0	2	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120801	1	0	1	曾经暗影狼族战士使用的拳套
丛林拳套	120803	0	3	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120801	1	0	1	精英狼族特殊部队使用的拳套
苍月拳套	120804	0	4	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120802	1	0	1	只有真正的狼人勇士才能有用的拳套
暗影拳套	120805	0	5	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120802	1	0	1	兽人王大战恶龙时所用的拳套
萨满拳套	120806	0	6	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120802	1	0	1	神官萨罗斯的专属拳套 他的死 换来的兽人族的和平
混沌拳套	120807	0	7	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120803	1	0	1	兽人王洛萨费的在比蒙战斗部队时使用的拳套
霸权拳套	120808	0	8	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120803	1	0	1	兽人族比蒙王在诸神之战中丢失的拳套
兽王拳套	120809	0	9	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120804	1	0	1	曾经兽人王萨尔菲戈一世最珍爱拳套
诸神拳套	120810	0	10	103	202	202	100	0	0	1	1	5	0	5	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	120805	1	0	1	第一次混沌战争中，诸神所佩拳套，被神之血灌注拥有无比强大的能力！
血族镰刀	130101	0	1	101	351	351	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130101	5001	0	1	血族战士经常使用的武器
新月镰刀	130102	0	2	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130101	1	0	1	高阶血族战士的专属武器，攻击力较高
破晓镰刀	130103	0	3	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130101	1	0	1	精英血族战士才能使用的专属武器
暮光镰刀	130104	0	4	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130102	1	0	1	只有真正血族勇士才能使用的优雅武器，不可小看他的力量
灵魂镰刀	130105	0	5	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130102	1	0	1	经过血族祭祀所祝福的强力武器，他可以让敌人的魂魄都在颤抖。
亡者镰刀	130106	0	6	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130102	1	0	1	被敌人的怨气所禁锢的神圣武器，传说被他杀死的敌人只能增加他的威力。
死神镰刀	130107	0	7	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130103	1	0	1	死神所使用的镰刀，能拥有他的人必定击败死神获得了永生。
堕落镰刀	130108	0	8	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130103	1	0	1	传说是路西法说拥有的武器，只有到达地狱的最底层才有机会能获得他。
深渊镰刀	130109	0	9	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130104	1	0	1	初代吸血鬼皇族所拥有的专属武器，当你拿起他会听到无尽的哀嚎。
诸神镰刀	130110	0	10	101	352	352	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130105	1	0	1	第一次混沌战争中，诸神所佩武器，被神之血灌注拥有无比强大的能力！
血族弯刀	130201	0	1	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	用来禁锢征服的灵魂，获得英雄变身
新月弯刀	130202	0	2	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	高阶血族战士的专属魂器用来禁锢征服的灵魂，装备魂器后获得英雄变身
破晓弯刀	130203	0	3	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	精英血族战士才能使用的专属魂器用来禁锢征服的灵魂，装备魂器后获得英雄变身
暮光弯刀	130204	0	4	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	只有真正血族勇士才能使用的优雅魂器用来禁锢征服的灵魂，装备魂器后获得英雄变身
灵魂弯刀	130205	0	5	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	经过血族祭祀所祝福的强力魂器他可以让敌人的魂魄都在颤抖。装备魂器后获得英雄变身
亡者弯刀	130206	0	6	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	被敌人的怨气所禁锢的神圣魂器用来禁锢征服的灵魂，传说被他杀死的敌人只能增加他的威力。
死神弯刀	130207	0	7	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	死神所使用的魂器用来禁锢征服的灵魂，能拥有他的人必定击败死神获得了永生。
堕落弯刀	130208	0	8	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	"传说是路西法说拥有的魂器用来禁锢征服的灵魂,只有到达地狱的最底层才有机会能获得他。"
深渊弯刀	130209	0	9	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	初代吸血鬼皇族所拥有的专属魂器用来禁锢征服的灵魂，当你拿起他会听到无尽的哀嚎。
诸神弯刀	130210	0	10	112	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110001	1	0	1	第一次混沌战争中，诸神所佩魂器用来禁锢征服的灵魂，被神之血灌注拥有无比强大的能力！
血族战枪	130301	0	1	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	战士徽章，获得英雄跟随
新月战枪	130302	0	2	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	高阶血族战士的专属徽章，装备后开启英雄跟随
破晓战枪	130303	0	3	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	精英血族战士才能使用的专属徽章，装备后开启英雄跟随
暮光战枪	130304	0	4	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	只有真正血族勇士才能使用的优雅徽章，装备后开启英雄跟随
灵魂战枪	130305	0	5	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	经过血族祭祀所祝福的强力徽章，装备后开启英雄跟随，他可以让敌人的魂魄都在颤抖。
亡者战枪	130306	0	6	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	被敌人的怨气所禁锢的神圣徽章，装备后开启英雄跟随，传说被他杀死的敌人只能增加他的威力。
死神战枪	130307	0	7	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	死神所使用的徽章，装备后开启英雄跟随，能拥有他的人必定击败死神获得了永生。
堕落战枪	130308	0	8	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	传说是路西法说拥有的徽章，装备后开启英雄跟随，只有到达地狱的最底层才有机会能获得他。
深渊战枪	130309	0	9	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	初代吸血鬼皇族所拥有的专属徽章，装备后开启英雄跟随，当你拿起他会听到无尽的哀嚎。
诸神战枪	130310	0	10	113	0	0	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	110002	1	0	1	第一次混沌战争中，诸神所佩徽章，被神之血灌注拥有无比强大的能力！
血族头饰	130401	0	1	102	301	301	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130401	1	0	1	血族战士经常使用的头饰
新月头饰	130402	0	2	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130401	1	0	1	高阶血族战士的专属头饰
破晓头饰	130403	0	3	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130401	1	0	1	精英血族战士才能使用的专属头饰
暮光头饰	130404	0	4	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130402	1	0	1	只有真正血族勇士才能使用的优雅头饰，不可小看他的力量
灵魂头饰	130405	0	5	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130402	1	0	1	经过血族祭祀所祝福的强力头饰，他可以让敌人的魂魄都在颤抖。
亡者头饰	130406	0	6	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130402	1	0	1	被敌人的怨气所禁锢的神圣头饰，敌人的献血染红了他。
死神头饰	130407	0	7	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130403	1	0	1	死神所使用的头饰，能拥有他的人必定击败死神获得了永生。
堕落头饰	130408	0	8	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130403	1	0	1	传说是路西法说拥有的头饰，只有到达地狱的最底层才有机会能获得他。
深渊头饰	130409	0	9	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130404	1	0	1	初代吸血鬼皇族所拥有的专属头饰，当你拿起他会听到无尽的哀嚎。
诸神头饰	130410	0	10	102	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130405	1	0	1	第一次混沌战争中，诸神所佩头饰，被神之血灌注拥有无比强大的能力！
血族礼服	130501	0	1	107	301	301	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130501	1	0	1	血族战士经常使用的礼服
新月礼服	130502	0	2	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130501	1	0	1	高阶血族战士的专属礼服
破晓礼服	130503	0	3	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130501	1	0	1	精英血族战士才能使用的专属华丽的礼服
暮光礼服	130504	0	4	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130502	1	0	1	只有真正血族勇士才能使用的优雅礼服，不可小看他的力量
灵魂礼服	130505	0	5	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130502	1	0	1	经过血族祭祀所祝福的礼服，他可以让敌人的魂魄都在颤抖。
亡者礼服	130506	0	6	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130502	1	0	1	被敌人的怨气所禁锢的神圣礼服，敌人的献血染红了他。
死神礼服	130507	0	7	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130503	1	0	1	死神幻化为人形时说穿礼服，能拥有他的人必定击败死神获得了永生。
堕落礼服	130508	0	8	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130503	1	0	1	传说是路西法说拥有的礼服，只有到达地狱的最底层才有机会能获得他。
深渊礼服	130509	0	9	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130504	1	0	1	初代吸血鬼皇族所拥有的专属礼服，当你拿起他会听到无尽的哀嚎。
诸神礼服	130510	0	10	107	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130505	1	0	1	第一次混沌战争中，诸神所穿礼服，被神之血灌注拥有无比强大的能力！
血族衬肩	130601	0	1	104	301	301	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130601	1	0	1	血族战士经常使用的衬肩
新月衬肩	130602	0	2	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130601	1	0	1	高阶血族战士的专属衬肩
破晓衬肩	130603	0	3	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130601	1	0	1	精英血族战士才能使用的专属华丽的衬肩
