[2014-3-27 9:42:9] 当前服务器玩家数量0,[2014-3-27,9:42:9]
[2014-3-27 9:52:9] 当前服务器玩家数量0,[2014-3-27,9:52:9]
[2014-3-27 10:2:9] 当前服务器玩家数量0,[2014-3-27,10:2:9]
[2014-3-27 10:12:9] 当前服务器玩家数量0,[2014-3-27,10:12:9]
[2014-3-27 10:22:9] 当前服务器玩家数量0,[2014-3-27,10:22:9]
[2014-3-27 10:32:10] 当前服务器玩家数量0,[2014-3-27,10:32:10]
[2014-3-27 10:42:10] 当前服务器玩家数量0,[2014-3-27,10:42:10]
[2014-3-27 10:52:10] 当前服务器玩家数量0,[2014-3-27,10:52:10]
[2014-3-27 11:2:10] 当前服务器玩家数量0,[2014-3-27,11:2:10]
[2014-3-27 11:12:10] 当前服务器玩家数量0,[2014-3-27,11:12:10]
[2014-3-27 11:22:10] 当前服务器玩家数量0,[2014-3-27,11:22:10]
[2014-3-27 11:32:11] 当前服务器玩家数量0,[2014-3-27,11:32:11]
[2014-3-27 11:42:11] 当前服务器玩家数量0,[2014-3-27,11:42:11]
[2014-3-27 11:52:11] 当前服务器玩家数量0,[2014-3-27,11:52:11]
[2014-3-27 12:2:11] 当前服务器玩家数量0,[2014-3-27,12:2:11]
[2014-3-27 12:12:11] 当前服务器玩家数量0,[2014-3-27,12:12:11]
[2014-3-27 12:22:11] 当前服务器玩家数量0,[2014-3-27,12:22:11]
[2014-3-27 12:32:11] 当前服务器玩家数量0,[2014-3-27,12:32:11]
[2014-3-27 17:51:26] 当前服务器玩家数量0,[2014-3-27,17:51:26]
[2014-3-27 18:1:26] 当前服务器玩家数量0,[2014-3-27,18:1:26]
[2014-3-27 18:11:26] 当前服务器玩家数量0,[2014-3-27,18:11:26]
[2014-3-27 18:21:26] 当前服务器玩家数量0,[2014-3-27,18:21:26]
[2014-3-27 18:31:26] 当前服务器玩家数量0,[2014-3-27,18:31:26]
[2014-3-27 18:41:26] 当前服务器玩家数量0,[2014-3-27,18:41:26]
[2014-3-27 18:51:27] 当前服务器玩家数量0,[2014-3-27,18:51:27]
[2014-3-27 19:1:27] 当前服务器玩家数量0,[2014-3-27,19:1:27]
[2014-3-27 19:11:27] 当前服务器玩家数量0,[2014-3-27,19:11:27]
[2014-3-27 19:21:27] 当前服务器玩家数量0,[2014-3-27,19:21:27]
[2014-3-27 19:31:27] 当前服务器玩家数量0,[2014-3-27,19:31:27]
[2014-3-27 19:41:27] 当前服务器玩家数量0,[2014-3-27,19:41:27]
[2014-3-27 19:51:28] 当前服务器玩家数量0,[2014-3-27,19:51:28]
[2014-3-27 20:1:28] 当前服务器玩家数量1,[2014-3-27,20:1:28]
[2014-3-27 20:2:0] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:1] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:1] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:1] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:1] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:1] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:2] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:2] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:2] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:2] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:2] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:3] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:3] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:3] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:3] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:3] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:4] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:4] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:4] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:4] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:4] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:5] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:5] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:5] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:5] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:5] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:6] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:6] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:6] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:6] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:6] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:7] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:7] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:7] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:7] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:7] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:8] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:8] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:8] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:8] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:8] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:9] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:9] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:9] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:9] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:2:9] MpnsterPos m_curX = 4384.0000,m_curY = 3500.0000,TagetPos  x = 4384.0000, y = 3200.0000
[2014-3-27 20:11:28] 当前服务器玩家数量1,[2014-3-27,20:11:28]
[2014-3-27 20:21:28] 当前服务器玩家数量0,[2014-3-27,20:21:28]
[2014-3-27 20:31:28] 当前服务器玩家数量0,[2014-3-27,20:31:28]
[2014-3-27 20:41:28] 当前服务器玩家数量0,[2014-3-27,20:41:28]
[2014-3-27 20:51:29] 当前服务器玩家数量0,[2014-3-27,20:51:29]
[2014-3-27 21:1:29] 当前服务器玩家数量0,[2014-3-27,21:1:29]
[2014-3-27 21:11:29] 当前服务器玩家数量0,[2014-3-27,21:11:29]
[2014-3-27 21:21:29] 当前服务器玩家数量0,[2014-3-27,21:21:29]
