//名称	编号	脚本ID	类型	物品模型编号	最大耐久度	耐久改变方式	耐久改变数	叠加数量	购入货币类型	购买价格	使用门派	等级需求	性别需求	可否丢弃	可否卖店	可否交易	可否修理	可否存仓库	死亡掉落	可否使用	可否鉴定	冷却时间	冷却组	吟唱时间（毫秒）	道具颜色类型	任务关联	任务关联数量	图标编号	物品说明
//★【新手装备】★	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
女士头部金色15	504015	0	102	1014	10000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	5	0	0	55	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
女士头部金色16	504016	0	102	1014	10000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	5	0	0	55	
女士头部金色17	504017	0	102	1014	10000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	5	0	0	55	
女士头部金色18	504018	0	102	1014	10000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	5	0	0	55	
女士头部金色19	504019	0	102	1014	10000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	5	0	0	55	
女士头部金色20	504020	0	102	1014	10000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	5	0	0	55	
//★【五岳衣服】★	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
//【五岳白色衣服男】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
暴咏袍	410001	0	107	3036	4000	16	0	1	1	173	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6251	防具的一种，百姓日常装备。
万仞袍	410002	0	107	3037	4000	16	0	1	1	909	1	10	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6252	防具的一种，百姓日常装备。
杀风袍	410003	0	107	3037	4000	16	0	1	1	2024	1	20	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6252	防具的一种，百姓日常装备。
补风袍	410004	0	107	3037	4000	16	0	1	1	3385	1	30	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6252	防具的一种，百姓日常装备。
暴海袍	410005	0	107	514	4000	16	0	1	1	0	1	40	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
龙骨袍	410006	0	107	514	4000	16	0	1	1	0	1	50	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
御邪袍	410007	0	107	514	4000	16	0	1	1	0	1	60	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
屠义袍	410008	0	107	514	4000	16	0	1	1	0	1	65	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
寒血战袍	410009	0	107	514	4000	16	0	1	1	0	1	70	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
孤暝战袍	410010	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，江湖侠士惯用装备。
男士衣服白色11	410011	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，江湖侠士惯用装备。
男士衣服白色12	410012	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
男士衣服白色13	410013	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
男士衣服白色14	410014	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，江湖侠士惯用装备。
男士衣服白色15	410015	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，江湖侠士惯用装备。
男士衣服白色16	410016	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，民间习武之人惯用装备。
男士衣服白色17	410017	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，江湖侠士惯用装备。
男士衣服白色18	410018	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	防具的一种，江湖侠士惯用装备。
男士衣服白色19	410019	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	
男士衣服白色20	410020	0	107	514	4000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6025	
//【五岳蓝色衣服男】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
烈火战袍	411001	0	107	3036	6000	16	0	1	1	347	1	1	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6251	防具的一种，武林人士常用装备。
断狱锦袍	411002	0	107	3037	6000	16	0	1	1	1818	1	10	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6252	防具的一种，武林人士常用装备。
噬血锦袍	411003	0	107	3037	6000	16	0	1	1	4047	1	20	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6252	防具的一种，武林人士常用装备。
末邪宝甲	411004	0	107	502	6000	16	0	1	1	6770	1	30	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6013	防具的一种，武林人士常用装备。
七杀宝甲	411005	0	107	502	6000	16	0	1	1	9906	1	40	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6013	防具的一种，武林高手首选装备。
火绝宝甲	411006	0	107	502	6000	16	0	1	1	13434	1	50	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6013	防具的一种，武林高手首选装备。
碎灭战甲	411007	0	107	503	6000	16	0	1	1	17349	1	60	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6014	防具的一种，武林高手首选装备。
钢煞战甲	411008	0	107	503	6000	16	0	1	1	21648	1	65	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6014	防具的一种，武林高手首选装备。
沉沙魔甲	411009	0	107	504	6000	16	0	1	1	26342	1	70	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6015	防具的一种，武林高手首选装备。
破杀魔甲	411010	0	107	504	6000	16	0	1	1	31439	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6015	防具的一种，武林顶尖高手必用装备，内力深厚者方能穿戴自如。
男士衣服蓝色11	411011	0	107	505	6000	16	0	1	1	36954	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6016	绝世宝物，除了前朝史书记载，从未有人提过它的存在，史书道此宝物伴随着人类的文明进步销声匿迹。
男士衣服蓝色12	411012	0	107	505	6000	16	0	1	1	42905	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6016	防具的一种，武林高手首选装备。
男士衣服蓝色13	411013	0	107	506	6000	16	0	1	1	49307	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6017	防具的一种，武林高手首选装备。
男士衣服蓝色14	411014	0	107	506	6000	16	0	1	1	56183	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6017	防具的一种，武林顶尖高手必用装备，内力深厚者方能穿戴自如。
男士衣服蓝色15	411015	0	107	506	6000	16	0	1	1	63552	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6017	绝世宝物，除了前朝史书记载，从未有人提过它的存在，史书道此宝物伴随着人类的文明进步销声匿迹。
男士衣服蓝色16	411016	0	107	506	6000	16	0	1	1	69819	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6017	
男士衣服蓝色17	411017	0	107	514	6000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6025	
男士衣服蓝色18	411018	0	107	514	6000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6025	
男士衣服蓝色19	411019	0	107	514	6000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6025	
男士衣服蓝色20	411020	0	107	514	6000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6025	
//【五岳紫色衣服男】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
风火战袍	412001	0	107	503	7000	16	0	1	1	34698	1	1	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6014	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
罡银锦袍	412002	0	107	504	7000	16	0	1	1	43296	1	10	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6015	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
决羽锦袍	412003	0	107	504	7000	16	0	1	1	52683	1	20	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6015	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
赤火宝甲	412004	0	107	505	7000	16	0	1	1	62877	1	30	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6016	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
冰殇宝甲	412005	0	107	505	7000	16	0	1	1	73908	1	40	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6016	宫庭宝物，防具的一种，宫内宝库历年收集，少许流落民间。
狼牙宝甲	412006	0	107	506	7000	16	0	1	1	85809	1	50	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6017	宫庭宝物，防具的一种，宫内宝库历年收集，少许流落民间。
泣血战甲	412007	0	107	506	7000	16	0	1	1	98613	1	60	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6017	宫庭至宝，防具的一种，宫内聚宝阁珍藏，战乱时太监盗出，民间极难见其真容。
诛雨战甲	412008	0	107	506	7000	16	0	1	1	112365	1	65	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6017	神话中提到过的宝物，称其身暗纹藏有符咒，在某种环境下，能爆发出难以想像的力量。
血劫魔甲	412009	0	107	506	7000	16	0	1	1	127104	1	70	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6017	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
霸世魔甲	412010	0	107	506	7000	16	0	1	1	139638	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6017	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
男士衣服紫色11	412011	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
男士衣服紫色12	412012	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	宫庭宝物，防具的一种，宫内宝库历年收集，少许流落民间。
男士衣服紫色13	412013	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	宫庭宝物，防具的一种，宫内宝库历年收集，少许流落民间。
男士衣服紫色14	412014	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	宫庭至宝，防具的一种，宫内聚宝阁珍藏，战乱时太监盗出，民间极难见其真容。
男士衣服紫色15	412015	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	神话中提到过的宝物，称其身暗纹藏有符咒，在某种环境下，能爆发出难以想像的力量。
男士衣服紫色16	412016	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	
男士衣服紫色17	412017	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	
男士衣服紫色18	412018	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	
男士衣服紫色19	412019	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	
男士衣服紫色20	412020	0	107	514	7000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6025	
//【五岳橙色衣服男】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
七刹战袍	413001	0	107	503	8500	16	0	1	1	69396	1	1	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6014	至宝，防具的一种，武林人士为之争斗的传世装备。
无双锦袍	413002	0	107	504	8500	16	0	1	1	86592	1	10	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6015	至宝，防具的一种，武林人士为之争斗的传世装备。
浪逆锦袍	413003	0	107	504	8500	16	0	1	1	105366	1	20	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6015	至宝，防具的一种，武林人士为之争斗的传世装备。
苍莽宝甲	413004	0	107	505	8500	16	0	1	1	125754	1	30	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6016	至宝，防具的一种，武林人士为之争斗的传世装备，数量稀少。
血浪宝甲	413005	0	107	505	8500	16	0	1	1	147816	1	40	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6016	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
赤帝宝甲	413006	0	107	506	8500	16	0	1	1	171618	1	50	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备。
碧血战甲	413007	0	107	506	8500	16	0	1	1	197226	1	60	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备。
八灭战甲	413008	0	107	506	8500	16	0	1	1	224730	1	65	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备。
火凌魔甲	413009	0	107	506	8500	16	0	1	1	254208	1	70	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备，数量稀少。
血煞魔甲	413010	0	107	506	8500	16	0	1	1	279276	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6017	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
男士衣服橙色11	413011	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备。
男士衣服橙色12	413012	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备。
男士衣服橙色13	413013	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备。
男士衣服橙色14	413014	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备，数量稀少。
男士衣服橙色15	413015	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
男士衣服橙色16	413016	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	
男士衣服橙色17	413017	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	
男士衣服橙色18	413018	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	
男士衣服橙色19	413019	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	
男士衣服橙色20	413020	0	107	514	8500	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	4	0	0	6025	
//【五岳金色衣服男】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
卧龙战袍	414001	0	107	503	10000	16	0	1	1	138792	1	1	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6014	至宝，防具的一种，武林人士为之争斗的传世装备。
紫雷锦袍	414002	0	107	504	10000	16	0	1	1	173184	1	10	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6015	至宝，防具的一种，武林人士为之争斗的传世装备。
地行锦袍	414003	0	107	504	10000	16	0	1	1	210732	1	20	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6015	至宝，防具的一种，武林人士为之争斗的传世装备。
夺命宝甲	414004	0	107	505	10000	16	0	1	1	251508	1	30	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6016	至宝，防具的一种，武林人士为之争斗的传世装备，数量稀少。
纲极宝甲	414005	0	107	505	10000	16	0	1	1	295632	1	40	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6016	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
黑水宝甲	414006	0	107	506	10000	16	0	1	1	343236	1	50	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备。
裂山战甲	414007	0	107	506	10000	16	0	1	1	394452	1	60	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备。
天威战甲	414008	0	107	506	10000	16	0	1	1	449460	1	65	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备。
叱列魔甲	414009	0	107	506	10000	16	0	1	1	508416	1	70	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6017	至宝，防具的一种，武林人士为之争斗的传世装备，数量稀少。
血饮魔甲	414010	0	107	506	10000	16	0	1	1	558552	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6017	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
男士衣服金色11	414011	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备。
男士衣服金色12	414012	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备。
男士衣服金色13	414013	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备。
男士衣服金色14	414014	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	至宝，防具的一种，武林人士为之争斗的传世装备，数量稀少。
男士衣服金色15	414015	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	鬼神故事中提到过冥界宝物，只存在于上古充满鬼神的混沌世界，华丽无比望之心醉，如今只是传说。
男士衣服金色16	414016	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	
男士衣服金色17	414017	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	
男士衣服金色18	414018	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	
男士衣服金色19	414019	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	
男士衣服金色20	414020	0	107	514	10000	16	0	1	1	0	1	75	1	1	1	1	1	0	0	1	0	0	0	0	5	0	0	6025	
//【五岳白色衣服女】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
暴咏衣	510001	0	107	3042	4000	16	0	1	1	173	1	1	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6281	防具的一种，百姓日常装备。
万仞衣	510002	0	107	3043	4000	16	0	1	1	909	1	10	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6282	防具的一种，百姓日常装备。
杀风衣	510003	0	107	3043	4000	16	0	1	1	2024	1	20	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6282	防具的一种，百姓日常装备。
补风衣	510004	0	107	3043	4000	16	0	1	1	3385	1	30	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6282	防具的一种，百姓日常装备。
暴海衣	510005	0	107	1014	4000	16	0	1	1	0	1	40	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
龙骨衣	510006	0	107	1014	4000	16	0	1	1	0	1	50	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
御邪衣	510007	0	107	1014	4000	16	0	1	1	0	1	60	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
屠义衣	510008	0	107	1014	4000	16	0	1	1	0	1	65	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
寒血天衣	510009	0	107	1014	4000	16	0	1	1	0	1	70	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
孤暝天衣	510010	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，江湖侠士惯用装备。
女士衣服白色11	510011	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，江湖侠士惯用装备。
女士衣服白色12	510012	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
女士衣服白色13	510013	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
女士衣服白色14	510014	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，江湖侠士惯用装备。
女士衣服白色15	510015	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，江湖侠士惯用装备。
女士衣服白色16	510016	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，民间习武之人惯用装备。
女士衣服白色17	510017	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，江湖侠士惯用装备。
女士衣服白色18	510018	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	防具的一种，江湖侠士惯用装备。
女士衣服白色19	510019	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	
女士衣服白色20	510020	0	107	1014	4000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	6055	
//【五岳蓝色衣服女】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
烈火天衣	511001	0	107	3042	6000	16	0	1	1	347	1	1	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6281	防具的一种，武林人士常用装备。
断狱锦衣	511002	0	107	3043	6000	16	0	1	1	1818	1	10	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6282	防具的一种，武林人士常用装备。
噬血锦衣	511003	0	107	3043	6000	16	0	1	1	4047	1	20	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6282	防具的一种，武林人士常用装备。
末邪羽衣	511004	0	107	1002	6000	16	0	1	1	6770	1	30	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6043	防具的一种，武林人士常用装备。
七杀羽衣	511005	0	107	1002	6000	16	0	1	1	9906	1	40	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6043	防具的一种，武林高手首选装备。
火绝羽衣	511006	0	107	1002	6000	16	0	1	1	13434	1	50	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6043	防具的一种，武林高手首选装备。
碎灭丝衣	511007	0	107	1003	6000	16	0	1	1	17349	1	60	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6044	防具的一种，武林高手首选装备。
钢煞丝衣	511008	0	107	1003	6000	16	0	1	1	21648	1	65	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6044	防具的一种，武林高手首选装备。
沉沙魔衣	511009	0	107	1004	6000	16	0	1	1	26342	1	70	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6045	防具的一种，武林高手首选装备。
破杀魔衣	511010	0	107	1004	6000	16	0	1	1	31439	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6045	防具的一种，武林顶尖高手必用装备，内力深厚者方能穿戴自如。
女士衣服蓝色11	511011	0	107	1005	6000	16	0	1	1	36954	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6046	绝世宝物，除了前朝史书记载，从未有人提过它的存在，史书道此宝物伴随着人类的文明进步销声匿迹。
女士衣服蓝色12	511012	0	107	1005	6000	16	0	1	1	42905	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6046	防具的一种，武林高手首选装备。
女士衣服蓝色13	511013	0	107	1006	6000	16	0	1	1	49307	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6047	防具的一种，武林高手首选装备。
女士衣服蓝色14	511014	0	107	1006	6000	16	0	1	1	56183	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6047	防具的一种，武林顶尖高手必用装备，内力深厚者方能穿戴自如。
女士衣服蓝色15	511015	0	107	1006	6000	16	0	1	1	63552	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6047	绝世宝物，除了前朝史书记载，从未有人提过它的存在，史书道此宝物伴随着人类的文明进步销声匿迹。
女士衣服蓝色16	511016	0	107	1006	6000	16	0	1	1	69819	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6047	
女士衣服蓝色17	511017	0	107	1014	6000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6055	
女士衣服蓝色18	511018	0	107	1014	6000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6055	
女士衣服蓝色19	511019	0	107	1014	6000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6055	
女士衣服蓝色20	511020	0	107	1014	6000	16	0	1	1	0	1	75	2	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6055	
//【五岳紫色衣服女】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
风火天衣	512001	0	107	1003	7000	16	0	1	1	34698	1	1	2	1	1	1	1	0	0	1	0	0	0	0	3	0	0	6044	宫庭宝物，防具的一种，宫内宝库历年收集，少数流落民间。
