[2014-5-22,11:3:18] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[112,284,138]
[2014-5-22,11:5:40] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:5:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,304,163]
[2014-5-22,11:8:25] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[112,183,87]
-----------------------------
2014-5-22 11:9:49
地上所拾得钱数: 0
交易的钱数: 0
卖给NPC所得钱数: 0
与NPC买东西所付出的钱数: 0
从NPC得到的钱数: 0
被NPC扣去的钱数: 0
[2014-5-22,11:11:2] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[112,263,132]
当前服务器状态：
登陆服务器[正常]

当前连接数/底层连接数 ： 0/0
对象映射数量：源[0]Dnid[2]Name[0]Account[0]
玩家总数：0
RID = 001, PlayerNumber = 0
RID = 002, PlayerNumber = 0
RID = 003, PlayerNumber = 0
RID = 004, PlayerNumber = 0
RID = 100, PlayerNumber = 0
RID = 101, PlayerNumber = 0
RID = 103, PlayerNumber = 0
异常/正常/掉线/挂机/自动/DXTC：0/0/0/0/0/0
历史平均ping值：0，当前平均ping值：0
当前最高ping值：0，当前最低ping值：123456789
当前服务器状态：
登陆服务器[正常]

当前连接数/底层连接数 ： 0/0
对象映射数量：源[0]Dnid[2]Name[0]Account[0]
玩家总数：0
RID = 001, PlayerNumber = 0
RID = 002, PlayerNumber = 0
RID = 003, PlayerNumber = 0
RID = 004, PlayerNumber = 0
RID = 100, PlayerNumber = 0
RID = 101, PlayerNumber = 0
RID = 103, PlayerNumber = 0
异常/正常/掉线/挂机/自动/DXTC：0/0/0/0/0/0
历史平均ping值：0，当前平均ping值：0
当前最高ping值：0，当前最低ping值：123456789
-----------------------------
2014-5-22 12:9:49
地上所拾得钱数: 0
交易的钱数: 0
卖给NPC所得钱数: 0
与NPC买东西所付出的钱数: 0
从NPC得到的钱数: 0
被NPC扣去的钱数: 0
-----------------------------
2014-5-22 13:49:29
地上所拾得钱数: 0
交易的钱数: 0
卖给NPC所得钱数: 0
与NPC买东西所付出的钱数: 0
从NPC得到的钱数: 0
被NPC扣去的钱数: 0
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:29] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:30] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:30] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:30] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:30] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:30] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:31] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:31] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:31] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:31] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:31] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:32] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:32] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:32] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:32] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:32] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:33] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:33] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:33] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:33] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:33] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:34] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:34] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:34] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:34] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:34] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:35] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:35] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:35] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:35] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:35] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:36] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:36] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:36] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:36] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:36] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:37] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:37] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:37] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:37] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:37] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:38] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:38] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:38] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:38] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:38] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:39] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:39] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:39] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:39] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:39] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:40] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:40] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:40] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:40] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:40] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:41] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:42] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:43] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:44] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:44] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:44] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:44] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:44] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:45] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:45] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:45] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:45] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:45] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:46] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:46] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:46] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:46] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:46] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:47] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:47] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:47] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:47] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:47] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:48] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:48] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:48] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:48] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:48] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:49] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:49] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:49] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:49] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:49] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:50] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:50] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:50] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:50] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:50] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:51] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:51] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:51] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:51] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:51] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:52] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:52] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:52] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:52] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:52] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:53] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:53] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:53] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:53] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:53] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:54] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:54] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:54] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:54] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:54] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:55] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:55] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:55] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:55] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:55] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:56] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:56] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:56] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:56] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:56] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:57] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:57] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:57] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:57] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:57] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:58] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:58] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:58] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:58] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:58] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:59] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:59] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:59] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:59] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:49:59] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:0] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:0] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:0] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:0] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:0] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:1] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:1] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:1] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:1] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:1] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:2] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:2] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:2] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:2] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:2] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:3] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:3] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:3] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:3] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:3] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:4] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:4] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:4] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:4] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:4] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:5] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:5] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:5] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:5] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:5] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:6] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:6] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:6] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:6] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:6] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:7] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:7] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:7] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:7] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:7] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:8] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:8] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:8] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:8] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:8] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:9] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:9] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:9] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:9] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:9] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:10] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:10] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:10] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:10] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:10] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:11] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:11] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:11] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:11] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:11] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:12] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:12] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:12] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:12] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:12] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:13] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:13] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:13] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
[2014-5-22,13:50:13] 注意：发现一个掉线玩家账号 [200376] ，掉线所在位置[1,263,132]
